RiskType,Qualifier,Bucket,Label1,Label2,Amount,AmountCurrency,CreditQuality
CSR_NS_DELTA,Goldman Sachs,8,5Y,CDS,280461.19028978894,EUR,A-
CSR_NS_DELTA,Citi Group,11,5Y,Bond,640000.1695375124,GBP,BBB+
CSR_NS_DELTA,JP Morgan,18,5Y,CDS,866323.3288456107,USD,AA+
CSR_NS_DELTA,Citi Group,11,1Y,Bond,550053.4969412433,EUR,AA+
CSR_NS_DELTA,JP Morgan,10,10Y,CDS,221911.1844458252,EUR,BBB+
CSR_NS_DELTA,Citi Group,11,10Y,Bond,77563.04665249895,GBP,A-
CSR_NS_DELTA,Citi Group,5,5Y,CDS,581217.0386881549,EUR,AA+
CSR_NS_DELTA,Citi Group,15,10Y,CDS,439749.2965301972,GBP,A-
CSR_NS_DELTA,Citi Group,1,10Y,Bond,10422.384696863051,EUR,A-
CSR_NS_DELTA,Goldman Sachs,17,10Y,Bond,44804.97405150312,USD,BBB+
CSR_NS_DELTA,Goldman Sachs,16,1Y,CDS,402652.6805150836,EUR,A-
CSR_NS_DELTA,Goldman Sachs,7,5Y,CDS,122951.36419541325,USD,AA+
CSR_NS_DELTA,Citi Group,8,5Y,Bond,241056.92779640894,GBP,A-
CSR_NS_DELTA,Citi Group,8,1Y,Bond,161185.16918568226,USD,BBB+
CSR_NS_DELTA,JP Morgan,15,10Y,CDS,271547.72521735006,USD,AA+
CSR_NS_DELTA,JP Morgan,17,10Y,Bond,378839.44135599583,GBP,A-
CSR_NS_DELTA,Goldman Sachs,7,5Y,CDS,390906.3397838756,EUR,A-
CSR_NS_DELTA,JP Morgan,6,5Y,CDS,980789.4816581748,USD,BBB+
CSR_NS_DELTA,Goldman Sachs,9,5Y,CDS,560876.7263339182,EUR,BBB+
CSR_NS_DELTA,Citi Group,16,1Y,CDS,803139.6137175582,EUR,AA+
CSR_NS_DELTA,JP Morgan,18,5Y,CDS,932958.3902205589,EUR,AA+
CSR_NS_DELTA,Citi Group,6,1Y,Bond,160932.87326696003,EUR,BBB+
CSR_NS_DELTA,Citi Group,6,1Y,Bond,91095.46828643842,GBP,BBB+
CSR_NS_DELTA,Goldman Sachs,4,5Y,Bond,691274.2552281825,EUR,BBB+
CSR_NS_DELTA,JP Morgan,4,1Y,Bond,427716.0995691719,EUR,A-
CSR_NS_DELTA,JP Morgan,4,5Y,CDS,811974.9305590487,GBP,BBB+
CSR_NS_DELTA,JP Morgan,5,1Y,CDS,759104.3009026299,GBP,AA+
CSR_NS_DELTA,Citi Group,11,10Y,CDS,909569.4941762498,EUR,AA+
CSR_NS_DELTA,Citi Group,16,5Y,Bond,753842.0370018829,USD,AA+
CSR_NS_DELTA,Goldman Sachs,10,10Y,CDS,90506.07034935536,USD,A-
CSR_NS_DELTA,JP Morgan,7,1Y,CDS,166815.6733903009,USD,AA+
CSR_NS_DELTA,Goldman Sachs,7,1Y,CDS,552016.3150475365,USD,BBB+
CSR_NS_DELTA,Goldman Sachs,7,5Y,CDS,170080.56031885068,GBP,A-
CSR_NS_DELTA,Citi Group,7,1Y,CDS,339924.9739524587,GBP,AA+
CSR_NS_DELTA,Goldman Sachs,8,5Y,CDS,521250.4726670433,USD,A-
CSR_NS_DELTA,Citi Group,3,1Y,Bond,145092.7721569006,EUR,BBB+
CSR_NS_DELTA,JP Morgan,8,10Y,CDS,723585.441281933,GBP,BBB+
CSR_NS_DELTA,JP Morgan,5,10Y,CDS,346480.0950290184,GBP,BBB+
CSR_NS_DELTA,JP Morgan,14,10Y,CDS,417036.9326886023,EUR,AA+
CSR_NS_DELTA,Goldman Sachs,11,1Y,CDS,532179.4793815784,EUR,BBB+
CSR_NS_DELTA,JP Morgan,17,5Y,Bond,481842.02615616145,USD,A-
CSR_NS_DELTA,Citi Group,13,10Y,Bond,541306.2466046754,GBP,AA+
CSR_NS_DELTA,JP Morgan,9,1Y,CDS,875476.819269764,EUR,AA+
CSR_NS_DELTA,JP Morgan,2,1Y,CDS,193390.68361281106,EUR,A-
CSR_NS_DELTA,JP Morgan,18,5Y,CDS,540204.8013470329,EUR,A-
CSR_NS_DELTA,JP Morgan,5,1Y,CDS,782373.8120090101,GBP,A-
CSR_NS_DELTA,Goldman Sachs,9,5Y,CDS,721504.7031503832,GBP,A-
CSR_NS_DELTA,Citi Group,2,10Y,CDS,554199.3934747048,GBP,AA+
CSR_NS_DELTA,Citi Group,13,1Y,CDS,865933.0997544524,GBP,AA+
CSR_NS_DELTA,JP Morgan,13,5Y,CDS,913147.5001914513,EUR,AA+
CSR_NS_DELTA,Citi Group,17,10Y,CDS,535194.7580745113,USD,BBB+
CSR_NS_DELTA,Goldman Sachs,16,10Y,CDS,225841.8794797928,USD,BBB+
CSR_NS_DELTA,Goldman Sachs,10,10Y,Bond,644913.0761328377,EUR,A-
CSR_NS_DELTA,JP Morgan,15,1Y,Bond,179449.18517061317,USD,AA+
CSR_NS_DELTA,Goldman Sachs,6,5Y,CDS,41057.23002339492,USD,AA+
CSR_NS_DELTA,Citi Group,3,10Y,CDS,919117.2540357849,USD,A-
CSR_NS_DELTA,Goldman Sachs,10,1Y,Bond,228888.8251232619,USD,BBB+
CSR_NS_DELTA,Citi Group,4,10Y,CDS,249063.64629937103,EUR,AA+
CSR_NS_DELTA,Citi Group,11,1Y,CDS,99332.59469140603,EUR,BBB+
CSR_NS_DELTA,Goldman Sachs,1,10Y,Bond,866514.2445842085,USD,A-
CSR_NS_DELTA,Citi Group,9,10Y,CDS,347329.3925947433,GBP,BBB+
CSR_NS_DELTA,JP Morgan,8,1Y,Bond,999599.7651997295,EUR,A-
CSR_NS_DELTA,Goldman Sachs,7,10Y,Bond,898932.9740769065,GBP,AA+
CSR_NS_DELTA,Citi Group,14,5Y,Bond,508886.10769570206,GBP,A-
CSR_NS_DELTA,Goldman Sachs,7,5Y,CDS,836057.019214881,GBP,AA+
CSR_NS_DELTA,JP Morgan,15,5Y,Bond,103602.20580910429,USD,A-
CSR_NS_DELTA,Goldman Sachs,18,5Y,Bond,446925.65025866,GBP,A-
CSR_NS_DELTA,JP Morgan,15,10Y,CDS,593748.6301244836,USD,BBB+
CSR_NS_DELTA,Goldman Sachs,3,10Y,CDS,112135.72426919121,EUR,BBB+
CSR_NS_DELTA,Citi Group,17,1Y,Bond,536811.8038700051,GBP,BBB+
CSR_NS_DELTA,JP Morgan,17,1Y,Bond,438375.9592084904,GBP,A-
CSR_NS_DELTA,JP Morgan,16,1Y,Bond,802889.1381782697,GBP,A-
CSR_NS_DELTA,Citi Group,16,5Y,CDS,224468.4416876014,EUR,A-
CSR_NS_DELTA,Goldman Sachs,17,1Y,Bond,310339.96638805984,USD,BBB+
CSR_NS_DELTA,Goldman Sachs,9,10Y,Bond,864608.8666263554,EUR,BBB+
CSR_NS_DELTA,Goldman Sachs,18,5Y,Bond,235866.32940561543,USD,AA+
CSR_NS_DELTA,Citi Group,16,5Y,Bond,181581.52880105868,EUR,AA+
CSR_NS_DELTA,Citi Group,18,5Y,Bond,60988.92274618282,USD,A-
CSR_NS_DELTA,Citi Group,2,10Y,CDS,232141.1467229969,EUR,BBB+
CSR_NS_DELTA,Citi Group,13,10Y,Bond,956295.8919328908,EUR,AA+
CSR_NS_DELTA,Citi Group,8,1Y,CDS,203710.97001745916,USD,AA+
CSR_NS_DELTA,Citi Group,6,1Y,Bond,936033.0957174678,EUR,AA+
CSR_NS_DELTA,Citi Group,18,5Y,CDS,357702.49754641706,EUR,BBB+
CSR_NS_DELTA,Citi Group,15,5Y,Bond,805719.4753532467,USD,A-
CSR_NS_DELTA,JP Morgan,11,10Y,CDS,390668.90585785656,EUR,A-
CSR_NS_DELTA,JP Morgan,13,10Y,CDS,493932.1305397372,EUR,BBB+
CSR_NS_DELTA,JP Morgan,5,10Y,Bond,485158.3758344399,GBP,BBB+
CSR_NS_DELTA,Goldman Sachs,14,1Y,Bond,521454.1958513649,GBP,BBB+
CSR_NS_DELTA,Citi Group,18,5Y,Bond,570854.0623142379,USD,AA+
CSR_NS_DELTA,Goldman Sachs,12,5Y,CDS,373291.46091310837,EUR,BBB+
CSR_NS_DELTA,Goldman Sachs,10,5Y,Bond,689873.8297327491,GBP,BBB+
CSR_NS_DELTA,JP Morgan,12,1Y,CDS,709742.4971204379,EUR,A-
CSR_NS_DELTA,Goldman Sachs,16,10Y,CDS,139603.18711642438,USD,AA+
CSR_NS_DELTA,Goldman Sachs,17,5Y,CDS,894967.5043188101,EUR,BBB+
CSR_NS_DELTA,JP Morgan,4,10Y,CDS,247806.25007017536,EUR,A-
CSR_NS_DELTA,Citi Group,1,5Y,CDS,827366.5258827196,GBP,BBB+
CSR_NS_DELTA,JP Morgan,18,10Y,CDS,971433.8130726806,GBP,A-
CSR_NS_DELTA,JP Morgan,4,10Y,CDS,206301.66968012034,USD,AA+
CSR_NS_DELTA,Goldman Sachs,3,1Y,Bond,66582.45675001295,USD,A-
CSR_NS_DELTA,Citi Group,7,5Y,Bond,789260.5437292632,USD,A-
CSR_NS_DELTA,JP Morgan,4,1Y,Bond,92521.76281880302,USD,BBB+
CSR_NS_DELTA,Citi Group,14,10Y,Bond,86625.48622286068,EUR,BBB+
CSR_NS_DELTA,Citi Group,8,1Y,Bond,143725.48082544556,EUR,AA+
CSR_NS_DELTA,Goldman Sachs,3,1Y,Bond,588017.656013236,EUR,AA+
CSR_NS_DELTA,Citi Group,16,5Y,Bond,95434.22437697249,EUR,AA+
CSR_NS_DELTA,JP Morgan,6,1Y,CDS,820610.3278679573,EUR,A-
CSR_NS_DELTA,Goldman Sachs,4,10Y,Bond,996741.3664924491,USD,A-
CSR_NS_DELTA,Citi Group,9,10Y,CDS,149608.27299970324,EUR,A-
CSR_NS_DELTA,JP Morgan,11,1Y,Bond,973243.1397165314,GBP,AA+
CSR_NS_DELTA,JP Morgan,13,1Y,CDS,316046.07811179,GBP,AA+
CSR_NS_DELTA,Citi Group,2,1Y,Bond,120823.46310963479,GBP,AA+
CSR_NS_DELTA,JP Morgan,16,10Y,Bond,629925.4192529597,EUR,AA+
CSR_NS_DELTA,Citi Group,16,10Y,CDS,996299.1174732132,EUR,BBB+
CSR_NS_DELTA,JP Morgan,5,5Y,CDS,201545.5474264548,USD,A-
CSR_NS_DELTA,Goldman Sachs,8,1Y,Bond,199058.16829142123,GBP,BBB+
CSR_NS_DELTA,Citi Group,10,1Y,Bond,765604.1056055294,EUR,A-
CSR_NS_DELTA,JP Morgan,4,10Y,Bond,911073.5640856861,USD,AA+
CSR_NS_DELTA,JP Morgan,3,5Y,CDS,393282.95005253324,EUR,BBB+
CSR_NS_DELTA,Goldman Sachs,3,1Y,CDS,187497.06384705633,USD,AA+
CSR_NS_DELTA,JP Morgan,10,1Y,CDS,633479.8621128704,USD,AA+
CSR_NS_DELTA,JP Morgan,9,5Y,Bond,44649.89410862075,USD,BBB+
CSR_NS_DELTA,Goldman Sachs,9,1Y,Bond,84720.69463861463,USD,AA+
CSR_NS_DELTA,Goldman Sachs,10,10Y,CDS,510472.59848821943,EUR,AA+
CSR_NS_DELTA,Citi Group,16,1Y,CDS,937284.4384011729,USD,BBB+
CSR_NS_DELTA,Goldman Sachs,3,1Y,Bond,631953.8811708727,EUR,BBB+
CSR_NS_DELTA,Goldman Sachs,15,5Y,CDS,387274.488854718,EUR,BBB+
CSR_NS_DELTA,Citi Group,14,5Y,Bond,99336.18746188686,USD,AA+
CSR_NS_DELTA,Citi Group,1,10Y,Bond,256022.30759522037,USD,A-
CSR_NS_DELTA,JP Morgan,3,1Y,CDS,420498.48949438456,EUR,AA+
CSR_NS_DELTA,Citi Group,4,5Y,CDS,978817.4135763487,EUR,A-
CSR_NS_DELTA,Goldman Sachs,17,5Y,Bond,55822.59384307173,USD,A-
CSR_NS_DELTA,Goldman Sachs,3,10Y,Bond,433979.0361969114,GBP,BBB+
CSR_NS_DELTA,Citi Group,8,5Y,Bond,860285.7480266943,GBP,A-
CSR_NS_DELTA,JP Morgan,5,1Y,Bond,296845.7050080141,EUR,A-
CSR_NS_DELTA,Citi Group,7,10Y,Bond,995361.2978578313,EUR,A-
CSR_NS_DELTA,Citi Group,12,10Y,CDS,166837.2702901846,USD,AA+
CSR_NS_DELTA,Citi Group,5,1Y,CDS,936713.4459390705,EUR,BBB+
CSR_NS_DELTA,JP Morgan,9,1Y,CDS,951451.1842804309,USD,A-
CSR_NS_DELTA,Citi Group,16,10Y,CDS,567642.2838718722,EUR,BBB+
CSR_NS_DELTA,JP Morgan,2,10Y,CDS,23607.02013721146,USD,AA+
CSR_NS_DELTA,Citi Group,3,1Y,CDS,815952.0105836771,USD,A-
CSR_NS_DELTA,Citi Group,18,1Y,Bond,99598.76942392284,GBP,AA+
CSR_NS_DELTA,Citi Group,5,10Y,CDS,114656.41935300041,USD,BBB+
CSR_NS_DELTA,JP Morgan,16,1Y,CDS,216005.19146167324,USD,A-
CSR_NS_DELTA,JP Morgan,5,1Y,CDS,67540.98136514914,USD,A-
CSR_NS_DELTA,Goldman Sachs,4,10Y,Bond,124176.79712879278,GBP,A-
CSR_NS_DELTA,Goldman Sachs,4,1Y,Bond,949638.4060026915,GBP,BBB+
CSR_NS_DELTA,JP Morgan,3,1Y,CDS,848717.0494408832,GBP,A-
CSR_NS_DELTA,JP Morgan,15,5Y,Bond,669439.6956332434,USD,A-
CSR_NS_DELTA,JP Morgan,16,10Y,CDS,643784.0119057209,EUR,AA+
CSR_NS_DELTA,JP Morgan,9,1Y,CDS,375903.10661674105,GBP,BBB+
CSR_NS_DELTA,JP Morgan,7,5Y,Bond,13114.544880360208,EUR,A-
CSR_NS_DELTA,JP Morgan,15,10Y,Bond,484523.81891123916,USD,AA+
CSR_NS_DELTA,Goldman Sachs,4,10Y,CDS,883925.2232222941,USD,A-
CSR_NS_DELTA,Goldman Sachs,10,5Y,CDS,363666.32192053244,GBP,BBB+
CSR_NS_DELTA,Goldman Sachs,10,10Y,CDS,688971.8260813355,GBP,AA+
CSR_NS_DELTA,Citi Group,16,1Y,Bond,853867.268181093,EUR,A-
CSR_NS_DELTA,Goldman Sachs,3,5Y,Bond,998989.8130207503,EUR,BBB+
CSR_NS_DELTA,Goldman Sachs,1,5Y,CDS,833856.4500435644,GBP,A-
CSR_NS_DELTA,Goldman Sachs,10,5Y,Bond,598982.1237116891,GBP,BBB+
CSR_NS_DELTA,Goldman Sachs,7,1Y,Bond,54152.35107129509,EUR,AA+
CSR_NS_DELTA,JP Morgan,15,5Y,CDS,702550.4847558335,GBP,A-
CSR_NS_DELTA,JP Morgan,5,5Y,CDS,814082.0328454789,EUR,BBB+
CSR_NS_DELTA,JP Morgan,9,5Y,CDS,480929.55120253516,EUR,BBB+
CSR_NS_DELTA,Goldman Sachs,8,10Y,CDS,177099.01378171053,GBP,AA+
CSR_NS_DELTA,Citi Group,9,1Y,CDS,596005.8116242801,EUR,A-
CSR_NS_DELTA,Citi Group,4,1Y,Bond,413327.20211339096,EUR,A-
CSR_NS_DELTA,Goldman Sachs,15,1Y,Bond,819277.9250353534,GBP,AA+
CSR_NS_DELTA,Citi Group,12,1Y,Bond,217877.81831866526,GBP,AA+
CSR_NS_DELTA,Citi Group,3,10Y,CDS,979671.9357031845,GBP,A-
CSR_NS_DELTA,Goldman Sachs,18,1Y,CDS,820050.8869386415,GBP,BBB+
CSR_NS_DELTA,JP Morgan,1,1Y,CDS,434511.2369621517,USD,AA+
CSR_NS_DELTA,Goldman Sachs,9,5Y,CDS,89208.27653934852,EUR,AA+
CSR_NS_DELTA,Citi Group,3,1Y,Bond,976370.9626671289,EUR,AA+
CSR_NS_DELTA,Goldman Sachs,5,5Y,Bond,182427.65941615377,GBP,AA+
CSR_NS_DELTA,Goldman Sachs,16,1Y,CDS,289400.95527386275,GBP,A-
CSR_NS_DELTA,Citi Group,13,10Y,Bond,361138.14564044477,USD,AA+
CSR_NS_DELTA,Goldman Sachs,9,1Y,CDS,162503.3025800626,USD,BBB+
CSR_NS_DELTA,JP Morgan,7,1Y,CDS,547602.6774008386,EUR,BBB+
CSR_NS_DELTA,Goldman Sachs,7,5Y,Bond,208028.65762733688,EUR,BBB+
CSR_NS_DELTA,JP Morgan,9,1Y,Bond,108434.30014797405,EUR,AA+
CSR_NS_DELTA,Citi Group,18,1Y,CDS,804634.7253253477,EUR,AA+
CSR_NS_DELTA,Citi Group,9,10Y,Bond,384499.159518623,GBP,BBB+
CSR_NS_DELTA,JP Morgan,6,5Y,Bond,589765.2509404052,USD,BBB+
CSR_NS_DELTA,Citi Group,13,5Y,CDS,962237.0120974907,GBP,BBB+
CSR_NS_DELTA,Citi Group,18,10Y,CDS,776823.1613879912,GBP,A-
CSR_NS_DELTA,Citi Group,16,5Y,CDS,913684.4438623559,USD,AA+
CSR_NS_DELTA,JP Morgan,2,5Y,Bond,573321.7891983931,USD,AA+
CSR_NS_DELTA,Citi Group,10,1Y,CDS,376696.4735145396,USD,BBB+
CSR_NS_DELTA,Citi Group,9,10Y,CDS,77482.28470838093,USD,AA+
CSR_NS_DELTA,JP Morgan,15,10Y,Bond,47793.424575189834,EUR,AA+
CSR_NS_DELTA,Goldman Sachs,17,1Y,CDS,262536.320194935,EUR,BBB+
CSR_NS_DELTA,JP Morgan,7,10Y,CDS,627156.0482238837,USD,AA+
CSR_NS_DELTA,Goldman Sachs,3,10Y,Bond,925136.6104909265,EUR,AA+
CSR_NS_DELTA,JP Morgan,11,1Y,CDS,988439.9038796731,GBP,A-
CSR_NS_DELTA,Citi Group,16,5Y,Bond,450515.66215688805,EUR,BBB+
CSR_NS_DELTA,Goldman Sachs,2,5Y,Bond,564434.1861949351,EUR,AA+
CSR_NS_DELTA,Goldman Sachs,1,10Y,Bond,732733.4812941203,USD,BBB+
CSR_NS_DELTA,JP Morgan,8,5Y,Bond,301201.69526437647,GBP,BBB+
CSR_NS_DELTA,Goldman Sachs,9,1Y,CDS,96413.74949694856,GBP,AA+
CSR_NS_DELTA,JP Morgan,8,5Y,Bond,558119.3331881681,USD,A-
CSR_NS_DELTA,JP Morgan,8,10Y,CDS,304631.57156932156,EUR,A-
CSR_NS_DELTA,JP Morgan,14,5Y,Bond,179422.17154502234,EUR,BBB+
CSR_NS_DELTA,JP Morgan,14,10Y,CDS,768373.5036737784,GBP,BBB+
CSR_NS_DELTA,Goldman Sachs,8,1Y,Bond,738407.9488477705,EUR,BBB+
CSR_NS_DELTA,Citi Group,17,10Y,CDS,939027.1527958506,EUR,A-
CSR_NS_DELTA,JP Morgan,6,5Y,Bond,582945.6998018846,USD,BBB+
CSR_NS_DELTA,Goldman Sachs,8,10Y,Bond,290503.589787732,USD,AA+
CSR_NS_DELTA,JP Morgan,17,1Y,CDS,928508.7583663327,USD,BBB+
CSR_NS_DELTA,Citi Group,14,10Y,CDS,278865.8119130321,USD,BBB+
CSR_NS_DELTA,JP Morgan,10,1Y,Bond,453502.2202681075,USD,BBB+
CSR_NS_DELTA,JP Morgan,9,1Y,Bond,782766.669878165,GBP,AA+
CSR_NS_DELTA,JP Morgan,17,5Y,Bond,246253.45877920277,USD,BBB+
CSR_NS_DELTA,Citi Group,12,1Y,CDS,742941.3818884765,USD,A-
CSR_NS_DELTA,Citi Group,14,1Y,CDS,800322.7435026274,GBP,A-
CSR_NS_DELTA,Citi Group,10,10Y,Bond,55123.75295352597,GBP,BBB+
CSR_NS_DELTA,JP Morgan,17,10Y,Bond,99372.09515239266,GBP,A-
CSR_NS_DELTA,Citi Group,7,1Y,CDS,215332.97587140586,USD,A-
CSR_NS_DELTA,JP Morgan,6,10Y,CDS,140604.7819267824,GBP,BBB+
CSR_NS_DELTA,JP Morgan,7,5Y,Bond,654592.6791825535,GBP,A-
CSR_NS_DELTA,JP Morgan,3,5Y,Bond,258287.3895811447,GBP,AA+
CSR_NS_DELTA,JP Morgan,12,1Y,CDS,254191.47269429878,EUR,BBB+
CSR_NS_DELTA,JP Morgan,2,10Y,Bond,249786.93862328966,USD,AA+
CSR_NS_DELTA,JP Morgan,5,1Y,Bond,198161.36015653764,EUR,A-
CSR_NS_DELTA,JP Morgan,10,1Y,Bond,530448.9022137776,GBP,BBB+
CSR_NS_DELTA,Citi Group,18,1Y,CDS,210004.91143587444,EUR,AA+
CSR_NS_DELTA,Goldman Sachs,1,1Y,Bond,909899.5807897366,USD,BBB+
CSR_NS_DELTA,Goldman Sachs,7,1Y,Bond,752575.0853020228,GBP,A-
CSR_NS_DELTA,Citi Group,3,1Y,Bond,851786.262993327,USD,AA+
CSR_NS_DELTA,Goldman Sachs,4,1Y,Bond,182933.83571567677,EUR,AA+
CSR_NS_DELTA,Goldman Sachs,3,10Y,CDS,552203.5373934396,GBP,AA+
CSR_NS_DELTA,JP Morgan,10,5Y,CDS,814563.4727886916,GBP,A-
CSR_NS_DELTA,Goldman Sachs,7,10Y,CDS,611925.8266370153,USD,A-
CSR_NS_DELTA,Citi Group,18,10Y,CDS,851212.3485547937,EUR,AA+
CSR_NS_DELTA,JP Morgan,7,5Y,CDS,531935.3593662647,GBP,AA+
CSR_NS_DELTA,Citi Group,1,5Y,CDS,224985.8571247819,EUR,BBB+
CSR_NS_DELTA,JP Morgan,15,1Y,Bond,834733.8725413529,EUR,BBB+
CSR_NS_DELTA,Citi Group,18,5Y,CDS,325059.6263421569,EUR,AA+
CSR_NS_DELTA,Citi Group,7,10Y,Bond,840802.6067628949,EUR,AA+
CSR_NS_DELTA,Goldman Sachs,18,10Y,Bond,954232.1401146139,EUR,BBB+
CSR_NS_DELTA,Goldman Sachs,12,10Y,Bond,308043.15972898254,EUR,AA+
CSR_NS_DELTA,Goldman Sachs,10,1Y,Bond,128179.692359581,USD,BBB+
CSR_NS_DELTA,JP Morgan,6,1Y,CDS,858858.755937256,EUR,A-
CSR_NS_DELTA,JP Morgan,5,5Y,CDS,701029.9091628796,USD,AA+
CSR_NS_DELTA,JP Morgan,5,10Y,CDS,142368.14186809398,EUR,AA+
CSR_NS_DELTA,Goldman Sachs,11,10Y,CDS,385977.13226625853,EUR,A-
CSR_NS_DELTA,JP Morgan,6,5Y,Bond,708182.3183596539,EUR,AA+
CSR_NS_DELTA,Citi Group,10,5Y,CDS,208372.1214371445,EUR,A-
CSR_NS_DELTA,Citi Group,18,5Y,CDS,659000.7834463799,GBP,AA+
CSR_NS_DELTA,JP Morgan,10,1Y,CDS,628719.5894620892,EUR,AA+
CSR_NS_DELTA,Citi Group,14,1Y,CDS,232981.22815575494,USD,A-
CSR_NS_DELTA,Goldman Sachs,13,1Y,CDS,812660.4510302915,EUR,A-
CSR_NS_DELTA,Citi Group,10,10Y,Bond,366336.2518739816,GBP,AA+
CSR_NS_DELTA,JP Morgan,15,1Y,CDS,713326.9187909459,EUR,BBB+
CSR_NS_DELTA,Goldman Sachs,8,5Y,CDS,541387.2380308227,USD,A-
CSR_NS_DELTA,JP Morgan,6,5Y,Bond,772486.2083965135,GBP,A-
CSR_NS_DELTA,JP Morgan,14,5Y,CDS,734824.6984979588,EUR,AA+
CSR_NS_DELTA,JP Morgan,1,10Y,Bond,231790.52598805414,USD,BBB+
CSR_NS_DELTA,Goldman Sachs,16,1Y,Bond,727601.9097847925,EUR,A-
CSR_NS_DELTA,JP Morgan,16,5Y,Bond,944428.3232625237,EUR,A-
CSR_NS_DELTA,Goldman Sachs,2,5Y,CDS,29808.6069044073,USD,BBB+
CSR_NS_DELTA,JP Morgan,4,5Y,Bond,405692.3507543201,GBP,AA+
CSR_NS_DELTA,Goldman Sachs,17,5Y,Bond,764034.0067747283,GBP,BBB+
CSR_NS_DELTA,Citi Group,9,1Y,Bond,479949.8027066619,GBP,BBB+
CSR_NS_DELTA,Goldman Sachs,12,10Y,Bond,251367.38274012742,USD,A-
CSR_NS_DELTA,Goldman Sachs,14,5Y,CDS,10087.181501316118,USD,BBB+
CSR_NS_DELTA,JP Morgan,16,10Y,Bond,429531.5485281878,EUR,AA+
CSR_NS_DELTA,JP Morgan,17,5Y,CDS,558347.5308828328,USD,A-
CSR_NS_DELTA,Citi Group,14,5Y,CDS,810508.1345578998,GBP,AA+
CSR_NS_DELTA,Citi Group,9,1Y,CDS,912459.0818374357,USD,BBB+
CSR_NS_DELTA,Citi Group,2,1Y,CDS,575963.2190290471,USD,BBB+
CSR_NS_DELTA,Goldman Sachs,3,5Y,CDS,220389.49768655517,EUR,BBB+
CSR_NS_DELTA,Citi Group,17,5Y,CDS,504071.0109027752,GBP,A-
CSR_NS_DELTA,Citi Group,3,5Y,CDS,953378.626231104,GBP,AA+
CSR_NS_DELTA,Citi Group,8,1Y,CDS,13217.520175323338,EUR,BBB+
CSR_NS_DELTA,Citi Group,1,10Y,CDS,700610.6242658879,USD,AA+
CSR_NS_DELTA,Citi Group,9,5Y,CDS,547302.6433167254,EUR,A-
CSR_NS_DELTA,Citi Group,14,10Y,CDS,952597.0898706239,USD,A-
CSR_NS_DELTA,Goldman Sachs,5,10Y,Bond,632261.5571982095,USD,BBB+
CSR_NS_DELTA,Goldman Sachs,11,10Y,CDS,470764.7560794274,EUR,AA+
CSR_NS_DELTA,Citi Group,9,1Y,CDS,303813.1888642632,GBP,A-
CSR_NS_DELTA,JP Morgan,3,1Y,CDS,278937.43307943066,GBP,BBB+
CSR_NS_DELTA,Citi Group,5,1Y,CDS,165116.58095343556,EUR,AA+
CSR_NS_DELTA,Citi Group,9,1Y,CDS,236300.12755147644,USD,BBB+
CSR_NS_DELTA,Goldman Sachs,15,5Y,Bond,811164.8340514955,GBP,AA+
CSR_NS_DELTA,Goldman Sachs,5,10Y,Bond,349627.6332210013,USD,AA+
CSR_NS_DELTA,Goldman Sachs,9,1Y,CDS,330983.5119997661,EUR,AA+
CSR_NS_DELTA,Citi Group,18,5Y,CDS,821229.4568902985,USD,AA+
