RiskType,Qualifier,Bucket,Label1,Label2,Amount,AmountCurrency
COMM_DELTA,WTI Crude,11,1M,CME,55045.448074145985,EUR
COMM_DELTA,Brent Crude,5,1M,ICE,384573.8855414961,GBP
COMM_DELTA,Brent Crude,2,1Y,CME,805991.7025198829,EUR
COMM_DELTA,WTI Crude,10,6M,ICE,207113.06280675938,EUR
COMM_DELTA,WTI Crude,9,1Y,NYMEX,74942.39822838572,USD
COMM_DELTA,Gold,11,6M,CME,668686.7662993094,EUR
COMM_DELTA,Gold,4,1M,ICE,333986.253209286,EUR
COMM_DELTA,Gold,2,1Y,CME,277122.4638541523,GBP
COMM_DELTA,Gold,10,1Y,CME,924129.8291340647,EUR
COMM_DELTA,WTI Crude,1,1Y,CME,622217.8639964185,GBP
COMM_DELTA,Gold,8,1Y,NYMEX,688618.2361712547,EUR
COMM_DELTA,Brent Crude,10,1Y,CME,183625.77889421352,USD
COMM_DELTA,WTI Crude,6,1Y,ICE,669689.8942619482,GBP
COMM_DELTA,Gold,10,1Y,NYMEX,445325.06542811514,USD
COMM_DELTA,WTI Crude,3,1M,NYMEX,409667.02091169386,EUR
COMM_DELTA,Brent Crude,5,6M,ICE,406771.9082975984,EUR
COMM_DELTA,Gold,11,1M,NYMEX,506805.8621112831,USD
COMM_DELTA,WTI Crude,1,1Y,CME,866032.5630750802,USD
COMM_DELTA,Gold,2,1Y,NYMEX,91936.88305690525,USD
COMM_DELTA,WTI Crude,6,6M,CME,59713.678716724244,USD
COMM_DELTA,WTI Crude,8,1M,CME,571915.126526313,GBP
COMM_DELTA,Brent Crude,3,1M,CME,424613.43419218925,GBP
COMM_DELTA,WTI Crude,5,1Y,NYMEX,592913.2534994731,EUR
COMM_DELTA,Gold,8,1Y,ICE,282658.29799982277,EUR
COMM_DELTA,Brent Crude,7,1Y,NYMEX,89573.41768523885,EUR
COMM_DELTA,Gold,8,1M,ICE,240818.09549623833,GBP
COMM_DELTA,Gold,9,6M,ICE,803006.8613945651,EUR
COMM_DELTA,Gold,11,1Y,ICE,402312.2945512887,USD
COMM_DELTA,Brent Crude,9,1M,NYMEX,224220.81955026582,GBP
COMM_DELTA,Brent Crude,3,1Y,CME,397071.70805289136,USD
COMM_DELTA,Gold,4,6M,NYMEX,993857.9602396672,GBP
COMM_DELTA,Brent Crude,11,1Y,ICE,421959.9250593069,GBP
COMM_DELTA,Brent Crude,1,6M,NYMEX,54053.20604268493,GBP
COMM_DELTA,WTI Crude,8,1M,CME,646811.5217626222,GBP
COMM_DELTA,Gold,4,1M,ICE,215821.1325076239,GBP
COMM_DELTA,Gold,8,6M,ICE,492897.47009889584,USD
COMM_DELTA,WTI Crude,10,1M,CME,76247.4478012183,GBP
COMM_DELTA,Brent Crude,6,1Y,ICE,509507.29200415453,USD
COMM_DELTA,Gold,7,1M,NYMEX,31994.86526828199,USD
COMM_DELTA,Brent Crude,11,1M,NYMEX,798875.2396619483,GBP
COMM_DELTA,WTI Crude,2,1M,CME,563433.7414351614,EUR
COMM_DELTA,Brent Crude,8,1M,CME,566137.460348498,USD
COMM_DELTA,WTI Crude,5,1M,NYMEX,626066.1213852847,USD
COMM_DELTA,Gold,11,1M,CME,836212.011931981,GBP
COMM_DELTA,Gold,3,1Y,NYMEX,783739.8619889301,GBP
COMM_DELTA,Gold,7,1M,NYMEX,754348.8198570726,USD
COMM_DELTA,Brent Crude,10,6M,CME,352022.36761535984,EUR
COMM_DELTA,Brent Crude,9,1M,ICE,235640.10130014183,USD
COMM_DELTA,WTI Crude,9,1M,NYMEX,396384.6196333039,EUR
COMM_DELTA,WTI Crude,11,6M,ICE,279103.51210130483,USD
COMM_DELTA,WTI Crude,10,6M,ICE,225252.35239646453,USD
COMM_DELTA,Gold,8,1M,CME,718961.438381274,USD
COMM_DELTA,Gold,2,1M,NYMEX,335487.73799176444,USD
COMM_DELTA,Brent Crude,11,1Y,CME,349458.4119152489,EUR
COMM_DELTA,WTI Crude,11,6M,ICE,700288.857741061,GBP
COMM_DELTA,WTI Crude,9,1M,CME,201606.5420999489,USD
COMM_DELTA,Brent Crude,6,1Y,CME,88811.56585926915,EUR
COMM_DELTA,Gold,5,6M,CME,362736.302583859,EUR
COMM_DELTA,WTI Crude,1,6M,ICE,491054.06001572905,GBP
COMM_DELTA,Gold,11,1M,ICE,500592.1005722239,EUR
COMM_DELTA,Gold,4,6M,ICE,165385.17200038434,EUR
COMM_DELTA,WTI Crude,10,6M,ICE,714281.5717261866,EUR
COMM_DELTA,Gold,10,6M,NYMEX,638315.7988640266,GBP
COMM_DELTA,Brent Crude,2,1M,CME,908989.6136676954,USD
COMM_DELTA,Gold,6,1M,NYMEX,924326.7365992931,GBP
COMM_DELTA,Brent Crude,5,1M,NYMEX,616688.569210505,GBP
COMM_DELTA,Brent Crude,8,1Y,NYMEX,701065.021398252,EUR
COMM_DELTA,Brent Crude,9,1Y,NYMEX,37681.462369304965,EUR
COMM_DELTA,Gold,9,6M,NYMEX,185915.68439154784,GBP
COMM_DELTA,WTI Crude,9,1Y,NYMEX,410096.04420298804,EUR
COMM_DELTA,Gold,9,1M,ICE,418463.34264045797,GBP
COMM_DELTA,Brent Crude,9,1Y,NYMEX,411773.470598887,GBP
COMM_DELTA,Gold,3,6M,ICE,122938.56370300494,EUR
COMM_DELTA,WTI Crude,6,6M,NYMEX,733250.8109739348,GBP
COMM_DELTA,Brent Crude,1,1M,CME,613090.5267608155,USD
COMM_DELTA,Gold,5,6M,CME,695890.4832869151,GBP
COMM_DELTA,Brent Crude,4,6M,ICE,817513.4771140679,EUR
COMM_DELTA,Brent Crude,4,1M,CME,544896.243361091,USD
COMM_DELTA,WTI Crude,10,6M,CME,810843.178350516,EUR
COMM_DELTA,WTI Crude,7,1M,CME,156463.6775713547,EUR
COMM_DELTA,Brent Crude,10,1Y,ICE,394078.88355508586,EUR
COMM_DELTA,Gold,9,6M,CME,527137.9861968735,USD
COMM_DELTA,WTI Crude,10,1M,NYMEX,200589.3447126976,USD
COMM_DELTA,Brent Crude,11,6M,ICE,131032.89141750951,GBP
COMM_DELTA,Gold,2,1M,ICE,178383.08831322842,USD
COMM_DELTA,Brent Crude,3,1Y,CME,698438.420286352,GBP
COMM_DELTA,Gold,7,1M,NYMEX,997318.2578286359,USD
COMM_DELTA,WTI Crude,8,1Y,CME,152709.33156884476,GBP
COMM_DELTA,WTI Crude,9,1Y,NYMEX,917720.7955572589,EUR
COMM_DELTA,Brent Crude,11,1Y,CME,568063.0556802623,EUR
COMM_DELTA,Gold,3,1M,NYMEX,781091.0099545249,EUR
COMM_DELTA,Brent Crude,11,1Y,NYMEX,831507.6603146297,EUR
COMM_DELTA,Gold,10,6M,NYMEX,202566.11393713823,GBP
COMM_DELTA,Brent Crude,7,1Y,CME,942931.1564265309,USD
COMM_DELTA,Gold,3,1Y,ICE,891670.9947852948,USD
COMM_DELTA,Brent Crude,4,1Y,ICE,416511.3196898585,USD
COMM_DELTA,WTI Crude,7,1M,ICE,26039.395059190152,GBP
COMM_DELTA,Gold,6,1M,ICE,658394.7493085606,USD
COMM_DELTA,Gold,10,6M,CME,968463.3554667041,GBP
COMM_DELTA,WTI Crude,6,1Y,ICE,740067.4085652854,EUR
COMM_DELTA,Brent Crude,6,1Y,CME,240861.97499843876,USD
COMM_DELTA,Gold,3,6M,NYMEX,897900.2717209933,GBP
COMM_DELTA,WTI Crude,11,6M,ICE,532025.1126206252,USD
COMM_DELTA,WTI Crude,1,1M,CME,808262.049294467,EUR
COMM_DELTA,Gold,2,6M,ICE,166654.77880045044,EUR
COMM_DELTA,Brent Crude,6,1Y,CME,360415.0842499675,EUR
COMM_DELTA,WTI Crude,3,6M,ICE,537326.6187149938,EUR
COMM_DELTA,Brent Crude,8,6M,CME,448770.95290715003,EUR
COMM_DELTA,WTI Crude,10,1Y,CME,645283.1180705624,EUR
COMM_DELTA,Gold,7,1Y,ICE,325628.8530489062,EUR
COMM_DELTA,Gold,9,6M,ICE,101195.93903363078,GBP
COMM_DELTA,Gold,7,6M,NYMEX,307873.5460940746,USD
COMM_DELTA,WTI Crude,4,1Y,NYMEX,649800.992476348,EUR
COMM_DELTA,Brent Crude,3,1M,CME,90145.93464118127,USD
COMM_DELTA,Brent Crude,10,1Y,NYMEX,564047.8947976134,GBP
COMM_DELTA,Brent Crude,5,1Y,NYMEX,258612.01003976632,EUR
COMM_DELTA,Gold,7,6M,ICE,959460.0224780907,USD
COMM_DELTA,WTI Crude,4,1Y,NYMEX,337677.4500145311,GBP
COMM_DELTA,Gold,8,1M,CME,138759.42013649963,USD
COMM_DELTA,Brent Crude,1,1Y,ICE,364089.9390807521,GBP
COMM_DELTA,WTI Crude,10,6M,NYMEX,789069.6847396466,GBP
COMM_DELTA,WTI Crude,3,1M,NYMEX,218886.86267481564,EUR
COMM_DELTA,WTI Crude,4,6M,NYMEX,591685.3904548803,EUR
COMM_DELTA,Gold,10,1Y,ICE,606132.6228534209,USD
COMM_DELTA,WTI Crude,11,1Y,ICE,471989.52086086577,EUR
COMM_DELTA,Gold,1,6M,NYMEX,297898.17878466204,GBP
COMM_DELTA,Gold,2,6M,ICE,757392.2756911708,USD
COMM_DELTA,Gold,3,1Y,CME,245006.6861351439,USD
COMM_DELTA,Gold,11,1M,CME,426988.06217072415,EUR
COMM_DELTA,WTI Crude,4,1M,NYMEX,498695.8401609987,EUR
COMM_DELTA,Brent Crude,4,6M,ICE,236209.30521524904,EUR
COMM_DELTA,Brent Crude,11,6M,CME,514554.2668640391,USD
COMM_DELTA,WTI Crude,10,6M,NYMEX,299576.24309793086,GBP
COMM_DELTA,WTI Crude,3,6M,CME,925822.247288662,EUR
COMM_DELTA,Gold,2,1M,CME,651257.701276816,USD
COMM_DELTA,Brent Crude,6,6M,ICE,315753.97573808994,EUR
COMM_DELTA,Gold,2,6M,ICE,693313.4041476119,USD
COMM_DELTA,Brent Crude,8,6M,CME,629640.0114712183,EUR
COMM_DELTA,Brent Crude,8,1M,NYMEX,454430.47194744373,EUR
COMM_DELTA,Brent Crude,10,1Y,NYMEX,826594.2285163038,EUR
COMM_DELTA,Brent Crude,3,1M,NYMEX,716060.3068670806,EUR
COMM_DELTA,WTI Crude,7,1M,ICE,627327.640709424,EUR
COMM_DELTA,Brent Crude,7,6M,NYMEX,291937.65726022853,GBP
COMM_DELTA,Brent Crude,11,1M,CME,856762.8788961095,GBP
COMM_DELTA,WTI Crude,3,1Y,CME,422132.8599463731,USD
COMM_DELTA,Gold,8,6M,CME,101143.62657381513,USD
COMM_DELTA,Gold,2,1M,ICE,983219.2075427489,EUR
COMM_DELTA,WTI Crude,10,1Y,NYMEX,705409.7657411427,EUR
COMM_DELTA,WTI Crude,2,6M,NYMEX,941107.4476896498,USD
COMM_DELTA,Gold,5,1Y,ICE,551491.9804792426,EUR
COMM_DELTA,Gold,8,1Y,ICE,318032.81927773735,USD
COMM_DELTA,WTI Crude,3,1M,ICE,224862.0819773715,EUR
COMM_DELTA,Brent Crude,11,6M,ICE,614934.1195967597,EUR
COMM_DELTA,WTI Crude,6,1Y,ICE,439425.698322994,GBP
COMM_DELTA,Gold,11,6M,NYMEX,505313.972760505,EUR
COMM_DELTA,WTI Crude,4,1M,CME,208420.31863327284,USD
COMM_DELTA,Brent Crude,11,6M,ICE,549814.3052035504,GBP
COMM_DELTA,Brent Crude,3,1M,CME,396145.5115684721,GBP
COMM_DELTA,WTI Crude,10,1Y,CME,334671.77826163924,GBP
COMM_DELTA,Gold,11,6M,CME,963942.709650101,EUR
COMM_DELTA,Brent Crude,11,6M,NYMEX,704722.2001020614,USD
COMM_DELTA,Brent Crude,1,1M,CME,950116.9722440658,USD
COMM_DELTA,Brent Crude,10,6M,CME,180704.62334143848,USD
COMM_DELTA,Brent Crude,3,1M,ICE,121593.2185394542,GBP
COMM_DELTA,WTI Crude,11,1Y,CME,257394.25318866115,USD
COMM_DELTA,Brent Crude,2,1M,ICE,647065.7589753912,GBP
COMM_DELTA,WTI Crude,3,1Y,NYMEX,580353.313960565,USD
COMM_DELTA,Brent Crude,1,1M,ICE,255663.6613428933,USD
COMM_DELTA,Gold,9,6M,NYMEX,962736.2217392657,USD
COMM_DELTA,WTI Crude,7,1M,CME,825304.9929059313,EUR
COMM_DELTA,Brent Crude,2,1Y,CME,324102.3908982801,EUR
COMM_DELTA,WTI Crude,4,1M,CME,393762.3524858013,EUR
COMM_DELTA,Gold,6,1Y,CME,644052.083780367,GBP
COMM_DELTA,Brent Crude,9,1M,NYMEX,157689.3021649503,GBP
COMM_DELTA,Gold,10,1M,NYMEX,798583.4652031522,USD
COMM_DELTA,Gold,8,1M,CME,632681.700943087,GBP
COMM_DELTA,Gold,2,1M,ICE,656396.7715997814,EUR
COMM_DELTA,Brent Crude,7,6M,ICE,147089.26977035138,GBP
COMM_DELTA,WTI Crude,7,6M,NYMEX,230646.56827106292,GBP
COMM_DELTA,WTI Crude,3,1M,NYMEX,235433.83932475362,EUR
COMM_DELTA,Gold,7,1M,CME,616716.3217962797,USD
COMM_DELTA,WTI Crude,1,6M,CME,942145.3238609446,EUR
COMM_DELTA,WTI Crude,1,1M,ICE,814272.1558944625,EUR
COMM_DELTA,Brent Crude,1,1M,ICE,370015.39695811283,EUR
COMM_DELTA,Brent Crude,6,1Y,ICE,381259.87443474075,EUR
COMM_DELTA,Brent Crude,2,6M,CME,609206.4374024797,GBP
COMM_DELTA,WTI Crude,9,6M,NYMEX,178830.06581398993,GBP
COMM_DELTA,Brent Crude,4,6M,CME,855701.7651745338,USD
COMM_DELTA,Brent Crude,3,1Y,ICE,193929.9441490721,EUR
COMM_DELTA,Gold,10,6M,ICE,82878.23348377892,EUR
COMM_DELTA,Brent Crude,8,1Y,NYMEX,579866.8721046197,GBP
COMM_DELTA,Gold,3,1M,CME,900223.8352371396,USD
COMM_DELTA,Gold,11,1Y,CME,707721.0287934865,EUR
COMM_DELTA,Brent Crude,2,6M,ICE,23505.409483355907,GBP
COMM_DELTA,WTI Crude,11,1M,CME,59123.05775134068,EUR
COMM_DELTA,Brent Crude,5,1Y,CME,405294.4381447515,USD
COMM_DELTA,WTI Crude,11,6M,CME,439981.15873945254,USD
COMM_DELTA,Gold,1,1M,NYMEX,182130.69318606384,GBP
COMM_DELTA,Gold,5,1M,ICE,814012.0575227914,EUR
COMM_DELTA,Brent Crude,7,6M,CME,473236.34776440513,USD
COMM_DELTA,Brent Crude,7,1Y,CME,916182.68059757,EUR
COMM_DELTA,WTI Crude,2,6M,ICE,640469.8431118113,EUR
COMM_DELTA,Brent Crude,1,6M,NYMEX,212562.19500596967,EUR
COMM_DELTA,Brent Crude,8,6M,CME,816062.3467257787,GBP
COMM_DELTA,WTI Crude,5,1M,NYMEX,620088.5791409758,EUR
COMM_DELTA,WTI Crude,9,1Y,NYMEX,812578.1020098557,GBP
COMM_DELTA,WTI Crude,8,6M,NYMEX,724785.9807547192,EUR
COMM_DELTA,Brent Crude,1,6M,CME,158590.1369663902,GBP
COMM_DELTA,Gold,3,1M,NYMEX,815943.5262829255,GBP
COMM_DELTA,Brent Crude,1,6M,CME,97324.06093429973,USD
COMM_DELTA,WTI Crude,7,1M,ICE,83834.63305443533,GBP
COMM_DELTA,Gold,2,1Y,CME,828609.8872755384,USD
COMM_DELTA,WTI Crude,4,1M,NYMEX,707970.6527508739,USD
COMM_DELTA,WTI Crude,7,6M,CME,695663.5479984849,GBP
COMM_DELTA,WTI Crude,10,1Y,ICE,826435.0184387901,EUR
COMM_DELTA,WTI Crude,2,1Y,ICE,678835.8486778234,EUR
COMM_DELTA,Gold,9,6M,CME,127480.04578629632,EUR
COMM_DELTA,Gold,6,1Y,CME,273261.4848223073,USD
COMM_DELTA,WTI Crude,1,6M,ICE,767191.6245597253,GBP
COMM_DELTA,Gold,10,1Y,NYMEX,991096.5894636306,GBP
COMM_DELTA,Brent Crude,3,1M,ICE,925944.1320911709,EUR
COMM_DELTA,Brent Crude,11,1M,CME,871641.4888171081,GBP
COMM_DELTA,Brent Crude,6,6M,ICE,471816.02432015195,EUR
COMM_DELTA,Gold,5,6M,NYMEX,631314.3623377898,EUR
COMM_DELTA,WTI Crude,4,6M,NYMEX,228040.69330943358,EUR
COMM_DELTA,WTI Crude,9,6M,CME,41954.78818421556,USD
COMM_DELTA,Gold,4,6M,CME,174701.6058673892,USD
COMM_DELTA,Brent Crude,11,1Y,CME,294305.2412472622,USD
COMM_DELTA,Gold,8,1Y,NYMEX,538798.389060578,USD
COMM_DELTA,Brent Crude,9,1M,CME,87257.53493219249,GBP
COMM_DELTA,Brent Crude,9,1M,ICE,827334.1187684244,GBP
COMM_DELTA,Brent Crude,7,6M,NYMEX,299315.5122839527,EUR
COMM_DELTA,Brent Crude,3,6M,CME,586135.2006650907,EUR
COMM_DELTA,WTI Crude,9,6M,ICE,628327.4460460721,EUR
COMM_DELTA,Gold,6,1Y,CME,546973.6997487679,GBP
COMM_DELTA,Brent Crude,1,1M,CME,898542.7197775922,EUR
COMM_DELTA,Brent Crude,6,1Y,CME,730091.7587244672,EUR
COMM_DELTA,Gold,7,6M,NYMEX,217134.2952045779,GBP
COMM_DELTA,WTI Crude,8,6M,NYMEX,691802.287046005,EUR
COMM_DELTA,WTI Crude,7,6M,NYMEX,726623.5860523918,EUR
COMM_DELTA,WTI Crude,3,6M,NYMEX,864351.8754789445,EUR
COMM_DELTA,Brent Crude,6,1Y,NYMEX,708247.4213655876,EUR
COMM_DELTA,WTI Crude,7,1M,CME,530871.4700534947,USD
COMM_DELTA,Brent Crude,6,1M,NYMEX,315690.5880879591,EUR
COMM_DELTA,Brent Crude,4,1M,CME,494498.19318122294,EUR
COMM_DELTA,Brent Crude,7,6M,CME,94109.90387626909,GBP
COMM_DELTA,Gold,11,6M,NYMEX,874687.3669721566,EUR
COMM_DELTA,Gold,6,1M,CME,476698.2175814307,GBP
COMM_DELTA,Brent Crude,1,6M,CME,647552.2037338001,USD
COMM_DELTA,WTI Crude,1,1Y,ICE,356542.505711604,GBP
COMM_DELTA,WTI Crude,5,1M,ICE,417939.4146032784,GBP
COMM_DELTA,Gold,7,6M,ICE,969174.8917804055,USD
COMM_DELTA,WTI Crude,4,6M,ICE,548141.7290052094,USD
COMM_DELTA,Brent Crude,10,1Y,CME,770860.9192279654,USD
COMM_DELTA,Brent Crude,3,1Y,CME,433118.7195675983,GBP
COMM_DELTA,Brent Crude,5,1M,NYMEX,731420.0845358798,EUR
COMM_DELTA,WTI Crude,10,1Y,NYMEX,619382.6846476741,EUR
COMM_DELTA,Brent Crude,3,6M,NYMEX,243624.09402967407,EUR
COMM_DELTA,Brent Crude,9,6M,CME,277017.4436748327,EUR
COMM_DELTA,Brent Crude,9,1M,ICE,74862.31316253972,GBP
COMM_DELTA,Gold,5,1M,NYMEX,962730.3331901119,EUR
COMM_DELTA,Gold,2,1M,NYMEX,776573.8054715503,GBP
COMM_DELTA,WTI Crude,6,6M,NYMEX,785411.490868418,USD
COMM_DELTA,Brent Crude,2,6M,CME,462604.6736483953,EUR
COMM_DELTA,Gold,4,1Y,CME,415193.22962564655,EUR
COMM_DELTA,Gold,5,1Y,NYMEX,372181.1678505247,EUR
COMM_DELTA,WTI Crude,5,1M,CME,969568.4036382295,GBP
COMM_DELTA,Gold,7,6M,CME,945108.4317777111,EUR
COMM_DELTA,Gold,9,1M,ICE,306062.03247354133,GBP
COMM_DELTA,Brent Crude,1,6M,CME,897958.2954479783,EUR
COMM_DELTA,WTI Crude,3,1Y,ICE,596554.6676183679,USD
COMM_DELTA,Gold,1,1M,CME,18690.254867530475,GBP
COMM_DELTA,WTI Crude,4,6M,NYMEX,656282.4498295105,EUR
COMM_DELTA,Gold,3,6M,CME,358653.98219984747,EUR
COMM_DELTA,WTI Crude,2,1M,NYMEX,205569.0540564437,USD
COMM_DELTA,Gold,5,1M,NYMEX,124629.3752842524,USD
