RiskType,Qualifier,Bucket,Label1,Label2,Amount,AmountCurrency,CreditQuality
CSR_NS_VEGA,JP Morgan,9,10Y,CDS,455544.5734080318,EUR,A-
CSR_NS_VEGA,JP Morgan,14,10Y,Bond,371802.894416861,GBP,BBB+
CSR_NS_VEGA,Goldman Sachs,2,5Y,Bond,874054.546120185,EUR,A-
CSR_NS_VEGA,Citi Group,15,5Y,Bond,322774.43537908164,EUR,A-
CSR_NS_VEGA,Citi Group,9,1Y,Bond,383617.6676510479,EUR,AA+
CSR_NS_VEGA,Goldman Sachs,7,10Y,Bond,740549.0328267389,USD,AA+
CSR_NS_VEGA,Citi Group,5,5Y,CDS,878647.085559199,EUR,A-
CSR_NS_VEGA,Goldman Sachs,4,1Y,Bond,323954.63929761824,GBP,A-
CSR_NS_VEGA,Goldman Sachs,6,1Y,Bond,493993.6807460715,USD,BBB+
CSR_NS_VEGA,Citi Group,8,1Y,CDS,374096.64547069476,EUR,BBB+
CSR_NS_VEGA,Citi Group,6,5Y,CDS,18823.98027676052,USD,A-
CSR_NS_VEGA,Goldman Sachs,5,1Y,CDS,840580.6433431733,USD,BBB+
CSR_NS_VEGA,JP Morgan,6,5Y,CDS,31499.219540415583,EUR,BBB+
CSR_NS_VEGA,Citi Group,9,1Y,Bond,182319.1993584144,GBP,AA+
CSR_NS_VEGA,JP Morgan,9,5Y,Bond,639230.3521490119,EUR,A-
CSR_NS_VEGA,Citi Group,9,1Y,Bond,87977.31740835623,USD,A-
CSR_NS_VEGA,Citi Group,14,10Y,Bond,520023.03353624063,EUR,AA+
CSR_NS_VEGA,Goldman Sachs,7,10Y,CDS,267782.1439542384,GBP,A-
CSR_NS_VEGA,Goldman Sachs,8,10Y,Bond,908535.6123265135,GBP,AA+
CSR_NS_VEGA,JP Morgan,14,1Y,CDS,264953.5431621976,GBP,BBB+
CSR_NS_VEGA,JP Morgan,1,10Y,CDS,225623.86140882867,USD,A-
CSR_NS_VEGA,JP Morgan,15,5Y,Bond,365961.9580270858,EUR,AA+
CSR_NS_VEGA,Goldman Sachs,12,10Y,CDS,807619.6029649371,USD,A-
CSR_NS_VEGA,Goldman Sachs,11,10Y,Bond,898406.6038722706,USD,A-
CSR_NS_VEGA,Goldman Sachs,17,5Y,CDS,912853.6258065491,EUR,AA+
CSR_NS_VEGA,Citi Group,11,10Y,Bond,113586.73600316377,GBP,BBB+
CSR_NS_VEGA,Citi Group,7,5Y,CDS,688364.5475103086,EUR,A-
CSR_NS_VEGA,Citi Group,8,1Y,CDS,802971.086483505,GBP,A-
CSR_NS_VEGA,Citi Group,9,1Y,Bond,840505.586307987,EUR,BBB+
CSR_NS_VEGA,Goldman Sachs,6,1Y,CDS,41495.76599157955,GBP,BBB+
CSR_NS_VEGA,Citi Group,2,1Y,CDS,489936.4235047646,USD,AA+
CSR_NS_VEGA,JP Morgan,18,10Y,Bond,530868.7528681703,GBP,AA+
CSR_NS_VEGA,Goldman Sachs,3,10Y,CDS,254635.71108750574,GBP,A-
CSR_NS_VEGA,JP Morgan,16,1Y,Bond,722192.8015031617,GBP,BBB+
CSR_NS_VEGA,Goldman Sachs,4,10Y,CDS,209108.61352627177,GBP,AA+
CSR_NS_VEGA,JP Morgan,16,5Y,CDS,274172.88161359826,USD,BBB+
CSR_NS_VEGA,JP Morgan,8,5Y,Bond,350111.09107778006,EUR,AA+
CSR_NS_VEGA,Citi Group,4,1Y,Bond,941242.829183018,EUR,AA+
CSR_NS_VEGA,Goldman Sachs,18,1Y,CDS,631575.5794290225,EUR,AA+
CSR_NS_VEGA,Goldman Sachs,14,5Y,CDS,188128.37374446742,USD,BBB+
CSR_NS_VEGA,Goldman Sachs,10,5Y,Bond,61767.56268686997,GBP,A-
CSR_NS_VEGA,Goldman Sachs,3,1Y,CDS,597788.2194188697,EUR,A-
CSR_NS_VEGA,JP Morgan,1,5Y,Bond,853745.4357592418,EUR,AA+
CSR_NS_VEGA,Citi Group,9,5Y,CDS,152499.97809477162,GBP,A-
CSR_NS_VEGA,JP Morgan,13,10Y,CDS,482843.0116728227,EUR,BBB+
CSR_NS_VEGA,Citi Group,8,1Y,Bond,186049.74094672513,USD,A-
CSR_NS_VEGA,Citi Group,1,10Y,CDS,157890.59447480747,EUR,A-
CSR_NS_VEGA,JP Morgan,15,5Y,Bond,432770.12281629344,USD,AA+
CSR_NS_VEGA,JP Morgan,3,1Y,Bond,780378.937792034,USD,AA+
CSR_NS_VEGA,Goldman Sachs,11,5Y,CDS,273652.7487835966,GBP,AA+
CSR_NS_VEGA,Citi Group,4,5Y,Bond,220700.37843887214,EUR,AA+
CSR_NS_VEGA,JP Morgan,17,10Y,Bond,163222.95046128464,GBP,BBB+
CSR_NS_VEGA,Goldman Sachs,4,1Y,Bond,688853.83379978,GBP,A-
CSR_NS_VEGA,JP Morgan,17,1Y,Bond,217063.69893199767,EUR,A-
CSR_NS_VEGA,Citi Group,13,10Y,Bond,979871.6037150274,GBP,AA+
CSR_NS_VEGA,JP Morgan,18,10Y,CDS,109821.1196778913,GBP,A-
CSR_NS_VEGA,Citi Group,8,5Y,Bond,147167.9544524615,USD,BBB+
CSR_NS_VEGA,JP Morgan,11,10Y,Bond,253651.2536002894,EUR,AA+
CSR_NS_VEGA,Citi Group,4,10Y,Bond,815587.0057320732,USD,AA+
CSR_NS_VEGA,JP Morgan,14,10Y,Bond,564360.035791685,GBP,AA+
CSR_NS_VEGA,Citi Group,5,10Y,CDS,537233.2430283244,GBP,AA+
CSR_NS_VEGA,Citi Group,2,1Y,CDS,688458.2861612828,EUR,BBB+
CSR_NS_VEGA,JP Morgan,17,10Y,CDS,902431.3051320266,USD,A-
CSR_NS_VEGA,Goldman Sachs,17,1Y,Bond,654632.2052996538,USD,A-
CSR_NS_VEGA,JP Morgan,13,5Y,CDS,58411.65249575721,USD,A-
CSR_NS_VEGA,Citi Group,13,1Y,CDS,865931.5953577409,USD,AA+
CSR_NS_VEGA,JP Morgan,9,1Y,Bond,184621.54249306596,GBP,BBB+
CSR_NS_VEGA,JP Morgan,15,5Y,Bond,307410.69797799736,EUR,AA+
CSR_NS_VEGA,JP Morgan,3,10Y,Bond,447780.54711798765,EUR,BBB+
CSR_NS_VEGA,JP Morgan,18,1Y,CDS,827088.4259110849,USD,A-
CSR_NS_VEGA,JP Morgan,9,1Y,CDS,146942.02481521672,EUR,AA+
CSR_NS_VEGA,JP Morgan,18,1Y,CDS,167990.99253461504,GBP,AA+
CSR_NS_VEGA,Citi Group,11,10Y,CDS,338910.32339185744,USD,A-
CSR_NS_VEGA,Goldman Sachs,10,10Y,CDS,529779.9837466698,EUR,AA+
CSR_NS_VEGA,Citi Group,4,10Y,CDS,455556.0824536707,GBP,AA+
CSR_NS_VEGA,JP Morgan,6,1Y,CDS,318936.43626845605,EUR,AA+
CSR_NS_VEGA,Citi Group,10,10Y,CDS,212937.38276032326,EUR,A-
CSR_NS_VEGA,JP Morgan,4,10Y,CDS,566497.0497776456,USD,A-
CSR_NS_VEGA,JP Morgan,4,5Y,CDS,637350.1626585075,GBP,A-
CSR_NS_VEGA,Goldman Sachs,1,1Y,CDS,239978.2217944348,EUR,AA+
CSR_NS_VEGA,Citi Group,8,5Y,CDS,853281.9428790638,USD,AA+
CSR_NS_VEGA,Citi Group,7,1Y,Bond,761219.0922382461,GBP,AA+
CSR_NS_VEGA,Goldman Sachs,13,1Y,Bond,703188.8000513705,USD,AA+
CSR_NS_VEGA,Citi Group,1,1Y,CDS,254523.62832334757,USD,A-
CSR_NS_VEGA,Goldman Sachs,5,5Y,CDS,264475.20972828806,EUR,AA+
CSR_NS_VEGA,JP Morgan,8,1Y,Bond,780256.1114247054,GBP,BBB+
CSR_NS_VEGA,Citi Group,4,10Y,Bond,910990.7039307359,GBP,A-
CSR_NS_VEGA,Citi Group,3,1Y,CDS,345880.10689802514,GBP,AA+
CSR_NS_VEGA,Citi Group,13,10Y,CDS,321095.71416800976,EUR,BBB+
CSR_NS_VEGA,JP Morgan,16,1Y,Bond,871702.5065809905,USD,A-
CSR_NS_VEGA,Goldman Sachs,7,1Y,Bond,141071.86182524828,GBP,BBB+
CSR_NS_VEGA,Citi Group,7,5Y,CDS,627829.0165023023,EUR,AA+
CSR_NS_VEGA,JP Morgan,17,5Y,Bond,775702.2883416574,USD,BBB+
CSR_NS_VEGA,Citi Group,7,1Y,Bond,679365.3068014141,GBP,A-
CSR_NS_VEGA,Citi Group,16,5Y,CDS,402134.4965342541,GBP,A-
CSR_NS_VEGA,Citi Group,2,10Y,CDS,636700.6908237921,GBP,A-
CSR_NS_VEGA,Citi Group,2,5Y,CDS,290739.74220625067,EUR,AA+
CSR_NS_VEGA,Citi Group,18,1Y,Bond,373249.1743587743,USD,AA+
CSR_NS_VEGA,JP Morgan,2,5Y,Bond,177663.7890089649,EUR,AA+
CSR_NS_VEGA,Citi Group,3,5Y,Bond,758448.0662077913,GBP,AA+
CSR_NS_VEGA,JP Morgan,5,10Y,Bond,369879.2476748487,EUR,BBB+
CSR_NS_VEGA,Citi Group,13,10Y,CDS,563297.9645471327,GBP,A-
CSR_NS_VEGA,Goldman Sachs,6,10Y,Bond,943243.7406238636,USD,A-
CSR_NS_VEGA,JP Morgan,7,1Y,CDS,305804.7910663539,EUR,BBB+
CSR_NS_VEGA,Citi Group,18,5Y,Bond,884859.996769146,GBP,BBB+
CSR_NS_VEGA,Goldman Sachs,1,1Y,CDS,103939.82392746184,USD,A-
CSR_NS_VEGA,Citi Group,8,1Y,CDS,697961.7878412624,USD,A-
CSR_NS_VEGA,Goldman Sachs,3,10Y,CDS,544606.4032243511,USD,BBB+
CSR_NS_VEGA,Goldman Sachs,13,10Y,Bond,131579.5363955202,GBP,A-
CSR_NS_VEGA,Citi Group,6,5Y,Bond,591370.3439285234,USD,A-
CSR_NS_VEGA,JP Morgan,4,10Y,Bond,799406.3763178294,GBP,A-
CSR_NS_VEGA,Goldman Sachs,17,10Y,CDS,630578.0942093137,EUR,A-
CSR_NS_VEGA,Citi Group,14,1Y,Bond,103885.74073895183,EUR,BBB+
CSR_NS_VEGA,JP Morgan,15,10Y,Bond,911556.1691339188,EUR,A-
CSR_NS_VEGA,Goldman Sachs,2,1Y,Bond,628275.7439136044,GBP,A-
CSR_NS_VEGA,JP Morgan,6,1Y,CDS,708540.3192826012,USD,A-
CSR_NS_VEGA,Goldman Sachs,15,5Y,Bond,232765.3569104714,USD,BBB+
CSR_NS_VEGA,Citi Group,2,1Y,CDS,834484.434807862,USD,BBB+
CSR_NS_VEGA,JP Morgan,15,5Y,CDS,768710.6311348736,GBP,BBB+
CSR_NS_VEGA,JP Morgan,8,10Y,Bond,219824.85701844652,EUR,A-
CSR_NS_VEGA,JP Morgan,14,5Y,Bond,131876.3646144711,USD,A-
CSR_NS_VEGA,JP Morgan,5,5Y,CDS,540154.578489272,GBP,AA+
CSR_NS_VEGA,Goldman Sachs,11,5Y,CDS,562243.1968949916,GBP,BBB+
CSR_NS_VEGA,Goldman Sachs,3,5Y,CDS,15912.745977638093,GBP,BBB+
CSR_NS_VEGA,Goldman Sachs,14,1Y,Bond,940591.1367236319,EUR,AA+
CSR_NS_VEGA,JP Morgan,16,5Y,CDS,551903.3591080578,EUR,BBB+
CSR_NS_VEGA,JP Morgan,18,10Y,Bond,374724.55384656636,EUR,A-
CSR_NS_VEGA,JP Morgan,4,10Y,Bond,281462.4328950055,USD,BBB+
CSR_NS_VEGA,Goldman Sachs,2,1Y,Bond,289391.01417270245,EUR,AA+
CSR_NS_VEGA,Goldman Sachs,18,5Y,CDS,946981.7205938303,GBP,BBB+
CSR_NS_VEGA,Goldman Sachs,9,10Y,CDS,745841.2153547533,USD,A-
CSR_NS_VEGA,Goldman Sachs,7,5Y,Bond,676163.0718244258,USD,A-
CSR_NS_VEGA,Citi Group,7,1Y,CDS,67177.76989475283,GBP,AA+
CSR_NS_VEGA,Goldman Sachs,9,5Y,CDS,321405.77934891835,GBP,AA+
CSR_NS_VEGA,Citi Group,10,10Y,CDS,520427.37521124317,EUR,BBB+
CSR_NS_VEGA,Citi Group,9,5Y,CDS,587400.3155059133,USD,AA+
CSR_NS_VEGA,JP Morgan,9,1Y,CDS,844198.9193394859,USD,A-
CSR_NS_VEGA,Citi Group,3,10Y,Bond,405481.9071114816,EUR,A-
CSR_NS_VEGA,Goldman Sachs,13,1Y,Bond,157439.25637187107,GBP,BBB+
CSR_NS_VEGA,Goldman Sachs,4,5Y,CDS,905587.9161988355,GBP,AA+
CSR_NS_VEGA,JP Morgan,16,10Y,CDS,282362.98088316224,GBP,BBB+
CSR_NS_VEGA,JP Morgan,10,10Y,Bond,34245.511111061016,GBP,AA+
CSR_NS_VEGA,Citi Group,18,10Y,Bond,684208.7801365806,USD,AA+
CSR_NS_VEGA,Citi Group,12,10Y,CDS,793331.5379676635,GBP,AA+
CSR_NS_VEGA,JP Morgan,13,10Y,CDS,629606.5465758797,EUR,BBB+
CSR_NS_VEGA,Goldman Sachs,11,1Y,Bond,254705.74079476978,USD,AA+
CSR_NS_VEGA,Citi Group,11,5Y,CDS,401856.83265170304,USD,BBB+
CSR_NS_VEGA,JP Morgan,1,1Y,Bond,768777.094904124,USD,AA+
CSR_NS_VEGA,JP Morgan,8,5Y,Bond,293263.0241347275,GBP,AA+
CSR_NS_VEGA,JP Morgan,15,10Y,CDS,871010.7688506377,EUR,A-
CSR_NS_VEGA,Goldman Sachs,4,10Y,Bond,310673.759744273,GBP,A-
CSR_NS_VEGA,JP Morgan,3,5Y,Bond,512919.1892082481,GBP,BBB+
CSR_NS_VEGA,JP Morgan,9,10Y,CDS,990291.8977932374,EUR,BBB+
CSR_NS_VEGA,Citi Group,11,5Y,Bond,776634.6271982354,GBP,A-
CSR_NS_VEGA,Citi Group,3,10Y,CDS,333730.50316009956,USD,AA+
CSR_NS_VEGA,Citi Group,2,10Y,Bond,515077.0189525904,EUR,BBB+
CSR_NS_VEGA,Citi Group,17,10Y,CDS,779414.5365927272,GBP,AA+
CSR_NS_VEGA,JP Morgan,6,1Y,CDS,602490.4398406832,EUR,AA+
CSR_NS_VEGA,JP Morgan,12,1Y,Bond,447332.5001227589,USD,BBB+
CSR_NS_VEGA,Citi Group,10,10Y,CDS,872707.2348554862,GBP,BBB+
CSR_NS_VEGA,Goldman Sachs,15,10Y,CDS,365347.95593119296,GBP,BBB+
CSR_NS_VEGA,Citi Group,1,10Y,Bond,502122.1325860436,USD,A-
CSR_NS_VEGA,Goldman Sachs,3,1Y,CDS,888700.5800417955,GBP,A-
CSR_NS_VEGA,Goldman Sachs,8,5Y,CDS,168423.0321375496,USD,AA+
CSR_NS_VEGA,Citi Group,13,5Y,Bond,57501.59909654333,EUR,A-
CSR_NS_VEGA,Citi Group,15,10Y,Bond,426119.93652757077,EUR,A-
CSR_NS_VEGA,Citi Group,5,5Y,CDS,985701.641670157,USD,A-
CSR_NS_VEGA,JP Morgan,13,5Y,Bond,383481.1918679368,USD,AA+
CSR_NS_VEGA,JP Morgan,4,10Y,Bond,376395.21706962364,GBP,AA+
CSR_NS_VEGA,Goldman Sachs,9,5Y,Bond,358641.16356185457,GBP,AA+
CSR_NS_VEGA,JP Morgan,8,5Y,CDS,695442.0398829563,EUR,BBB+
CSR_NS_VEGA,Citi Group,10,5Y,Bond,468153.39107919374,USD,AA+
CSR_NS_VEGA,JP Morgan,7,1Y,Bond,962730.4311798684,GBP,BBB+
CSR_NS_VEGA,Citi Group,14,1Y,CDS,168850.4869123395,USD,AA+
CSR_NS_VEGA,JP Morgan,12,10Y,CDS,29182.702214014244,EUR,A-
CSR_NS_VEGA,Goldman Sachs,18,10Y,CDS,719845.0284679985,USD,AA+
CSR_NS_VEGA,JP Morgan,6,5Y,CDS,187819.7337374306,GBP,A-
CSR_NS_VEGA,JP Morgan,13,5Y,CDS,84590.0599659106,GBP,AA+
CSR_NS_VEGA,Goldman Sachs,12,10Y,CDS,453742.8616355092,USD,BBB+
CSR_NS_VEGA,Citi Group,9,5Y,Bond,803734.2588888374,USD,A-
CSR_NS_VEGA,Citi Group,9,1Y,CDS,659326.0648626024,EUR,AA+
CSR_NS_VEGA,Goldman Sachs,6,10Y,CDS,412414.5140115194,EUR,A-
CSR_NS_VEGA,Citi Group,8,10Y,CDS,798301.2347499712,USD,BBB+
CSR_NS_VEGA,JP Morgan,11,1Y,CDS,352575.4021307282,USD,BBB+
CSR_NS_VEGA,Citi Group,5,1Y,CDS,710470.9494213824,USD,A-
CSR_NS_VEGA,JP Morgan,17,1Y,CDS,282354.636835094,USD,AA+
CSR_NS_VEGA,Goldman Sachs,2,5Y,Bond,484241.69628684164,GBP,AA+
CSR_NS_VEGA,JP Morgan,14,10Y,CDS,517885.0683112278,EUR,AA+
CSR_NS_VEGA,JP Morgan,2,10Y,Bond,645075.9140504799,EUR,AA+
CSR_NS_VEGA,JP Morgan,11,5Y,Bond,852353.6535300157,GBP,A-
CSR_NS_VEGA,Citi Group,4,10Y,CDS,485991.19402793905,USD,A-
CSR_NS_VEGA,Goldman Sachs,16,5Y,Bond,125600.79516134608,GBP,A-
CSR_NS_VEGA,Citi Group,5,5Y,Bond,200801.74561360772,GBP,A-
CSR_NS_VEGA,Citi Group,3,10Y,Bond,964101.3195187969,GBP,A-
CSR_NS_VEGA,Citi Group,13,1Y,Bond,152113.16572587067,GBP,AA+
CSR_NS_VEGA,Goldman Sachs,14,1Y,CDS,597254.7102060269,EUR,BBB+
CSR_NS_VEGA,Goldman Sachs,14,10Y,CDS,103836.88283518888,GBP,AA+
CSR_NS_VEGA,Citi Group,7,10Y,Bond,825706.586106479,GBP,A-
CSR_NS_VEGA,Goldman Sachs,3,10Y,Bond,75262.20371188175,USD,AA+
CSR_NS_VEGA,JP Morgan,16,5Y,Bond,362501.6406558869,USD,A-
CSR_NS_VEGA,JP Morgan,18,1Y,CDS,690191.3411110268,GBP,BBB+
CSR_NS_VEGA,Citi Group,10,5Y,Bond,984849.6472535878,EUR,A-
CSR_NS_VEGA,Citi Group,2,1Y,Bond,301819.5629677469,EUR,BBB+
CSR_NS_VEGA,JP Morgan,1,5Y,Bond,449967.48026182625,EUR,A-
CSR_NS_VEGA,JP Morgan,3,1Y,Bond,45507.95745401528,GBP,AA+
CSR_NS_VEGA,Goldman Sachs,5,1Y,Bond,599740.538957067,GBP,BBB+
CSR_NS_VEGA,JP Morgan,3,10Y,CDS,153379.41581573497,EUR,BBB+
CSR_NS_VEGA,JP Morgan,9,5Y,Bond,179490.03025653155,USD,BBB+
CSR_NS_VEGA,JP Morgan,9,5Y,CDS,414877.5354259409,GBP,BBB+
CSR_NS_VEGA,Goldman Sachs,12,1Y,Bond,362414.11628143676,USD,BBB+
CSR_NS_VEGA,Goldman Sachs,1,1Y,CDS,874922.0473177598,EUR,A-
CSR_NS_VEGA,Goldman Sachs,1,1Y,Bond,917043.2110093503,EUR,A-
CSR_NS_VEGA,Goldman Sachs,7,10Y,CDS,703084.5390641858,GBP,A-
CSR_NS_VEGA,Citi Group,11,1Y,CDS,605308.6125741348,USD,A-
CSR_NS_VEGA,Goldman Sachs,3,10Y,Bond,995770.7922883055,EUR,AA+
CSR_NS_VEGA,Citi Group,10,5Y,Bond,577476.6988712021,EUR,BBB+
CSR_NS_VEGA,Citi Group,3,1Y,Bond,917157.3024791313,GBP,AA+
CSR_NS_VEGA,Goldman Sachs,18,10Y,CDS,18175.0474565747,GBP,AA+
CSR_NS_VEGA,JP Morgan,17,5Y,CDS,150419.3274330688,USD,A-
CSR_NS_VEGA,Goldman Sachs,17,5Y,CDS,387150.10926269524,GBP,BBB+
CSR_NS_VEGA,Goldman Sachs,6,5Y,CDS,396860.5131044793,EUR,AA+
CSR_NS_VEGA,Citi Group,9,1Y,CDS,685592.2891546435,EUR,BBB+
CSR_NS_VEGA,Citi Group,18,1Y,CDS,78552.25953404982,USD,A-
CSR_NS_VEGA,Citi Group,7,10Y,CDS,228296.8650600583,USD,BBB+
CSR_NS_VEGA,JP Morgan,13,1Y,Bond,489292.48885237356,USD,AA+
CSR_NS_VEGA,Goldman Sachs,13,10Y,CDS,382314.8924954183,GBP,BBB+
CSR_NS_VEGA,Citi Group,4,5Y,CDS,981233.5354243354,USD,BBB+
CSR_NS_VEGA,JP Morgan,15,10Y,Bond,822975.9859606967,USD,A-
CSR_NS_VEGA,Citi Group,1,5Y,Bond,414376.4713795724,GBP,BBB+
CSR_NS_VEGA,JP Morgan,13,10Y,CDS,895426.6208821057,EUR,A-
CSR_NS_VEGA,Citi Group,12,1Y,Bond,794235.4326350789,USD,A-
CSR_NS_VEGA,JP Morgan,7,10Y,Bond,827822.003011908,GBP,AA+
CSR_NS_VEGA,Citi Group,18,5Y,CDS,56949.892852293386,EUR,AA+
CSR_NS_VEGA,Citi Group,7,5Y,Bond,823640.9287618293,EUR,AA+
CSR_NS_VEGA,Goldman Sachs,14,5Y,Bond,985800.0242217926,GBP,BBB+
CSR_NS_VEGA,JP Morgan,9,5Y,Bond,794972.414089969,GBP,AA+
CSR_NS_VEGA,Goldman Sachs,4,10Y,Bond,109244.31071159203,EUR,A-
CSR_NS_VEGA,Citi Group,12,5Y,Bond,373127.4157789095,GBP,AA+
CSR_NS_VEGA,Citi Group,1,10Y,Bond,773317.4832961838,EUR,BBB+
CSR_NS_VEGA,JP Morgan,16,1Y,Bond,69698.04191853944,GBP,AA+
CSR_NS_VEGA,Citi Group,2,1Y,CDS,529853.2821305938,GBP,BBB+
CSR_NS_VEGA,Goldman Sachs,3,1Y,Bond,37034.00186735426,USD,AA+
CSR_NS_VEGA,Goldman Sachs,9,10Y,Bond,575677.8442133201,GBP,A-
CSR_NS_VEGA,Citi Group,12,5Y,Bond,907167.6399308381,EUR,AA+
CSR_NS_VEGA,Citi Group,6,1Y,CDS,159498.21324960343,EUR,A-
CSR_NS_VEGA,JP Morgan,10,1Y,CDS,343424.5070870385,GBP,A-
CSR_NS_VEGA,JP Morgan,17,5Y,CDS,816311.68987662,USD,BBB+
CSR_NS_VEGA,Goldman Sachs,16,1Y,Bond,363480.2576208718,USD,A-
CSR_NS_VEGA,Goldman Sachs,1,1Y,Bond,703010.8451628288,EUR,AA+
CSR_NS_VEGA,Citi Group,4,1Y,CDS,94530.1115715102,GBP,BBB+
CSR_NS_VEGA,Goldman Sachs,7,10Y,CDS,679717.5670213267,USD,BBB+
CSR_NS_VEGA,JP Morgan,10,5Y,Bond,444443.66346692684,EUR,BBB+
CSR_NS_VEGA,JP Morgan,18,10Y,CDS,538232.2567578375,USD,AA+
CSR_NS_VEGA,JP Morgan,7,10Y,Bond,817020.9946908808,GBP,A-
CSR_NS_VEGA,Citi Group,8,10Y,Bond,708637.8925248453,USD,BBB+
CSR_NS_VEGA,JP Morgan,18,1Y,CDS,126907.8444632101,USD,A-
CSR_NS_VEGA,Citi Group,1,10Y,Bond,764796.5690471423,USD,BBB+
CSR_NS_VEGA,JP Morgan,17,10Y,Bond,717525.1471052931,EUR,BBB+
CSR_NS_VEGA,JP Morgan,18,10Y,Bond,867832.498834227,GBP,BBB+
CSR_NS_VEGA,Goldman Sachs,11,1Y,Bond,923774.3876435977,USD,A-
CSR_NS_VEGA,JP Morgan,8,5Y,CDS,369900.40766413946,GBP,BBB+
CSR_NS_VEGA,Goldman Sachs,17,10Y,CDS,833967.2315438602,USD,BBB+
CSR_NS_VEGA,Citi Group,9,10Y,Bond,708957.4190713167,GBP,BBB+
CSR_NS_VEGA,Citi Group,7,1Y,CDS,892587.5347868981,GBP,BBB+
CSR_NS_VEGA,Goldman Sachs,12,1Y,Bond,322251.7061994612,USD,AA+
CSR_NS_VEGA,Goldman Sachs,13,1Y,Bond,948888.6079637568,GBP,AA+
CSR_NS_VEGA,JP Morgan,4,10Y,Bond,572773.9273542523,USD,AA+
CSR_NS_VEGA,Citi Group,16,5Y,CDS,627976.0361559464,EUR,A-
CSR_NS_VEGA,JP Morgan,10,10Y,CDS,258355.0744067884,USD,AA+
CSR_NS_VEGA,Goldman Sachs,14,1Y,CDS,621936.7023626347,GBP,BBB+
