RiskType,Qualifier,Bucket,Label1,Label2,Amount,AmountCurrency,CreditQuality
CSR_NS_CURVATURE,JP Morgan,9,RW2,Bond,182633.53548326704,GBP,BBB+
CSR_NS_CURVATURE,Goldman Sachs,8,RW1,CDS,334180.76638705196,GBP,BBB+
CSR_NS_CURVATURE,JP Morgan,12,RW1,Bond,814213.5090859783,EUR,BBB+
CSR_NS_CURVATURE,Goldman Sachs,10,RW2,CDS,264338.5184847665,GBP,AA+
CSR_NS_CURVATURE,Goldman Sachs,17,RW2,CDS,855467.3515043214,GBP,A-
CSR_NS_CURVATURE,Citi Group,13,RW2,CDS,249551.54349143757,EUR,BBB+
CSR_NS_CURVATURE,Citi Group,16,RW2,CDS,437982.8307820786,USD,A-
CSR_NS_CURVATURE,Goldman Sachs,4,RW3,CDS,314004.57143573894,EUR,AA+
CSR_NS_CURVATURE,Goldman Sachs,10,RW3,CDS,188322.47334006472,USD,BBB+
CSR_NS_CURVATURE,Goldman Sachs,1,RW3,CDS,657038.2641957621,EUR,BBB+
CSR_NS_CURVATURE,Goldman Sachs,2,RW2,Bond,581478.8153084775,USD,BBB+
CSR_NS_CURVATURE,Goldman Sachs,4,RW3,CDS,285667.1428822675,USD,A-
CSR_NS_CURVATURE,Goldman Sachs,11,RW2,CDS,914738.8755554827,USD,BBB+
CSR_NS_CURVATURE,JP Morgan,4,RW2,Bond,751142.5673583727,EUR,A-
CSR_NS_CURVATURE,Citi Group,8,RW3,Bond,35082.56542821968,GBP,AA+
CSR_NS_CURVATURE,Citi Group,1,RW3,CDS,112269.24739627301,GBP,BBB+
CSR_NS_CURVATURE,Goldman Sachs,11,RW1,CDS,966046.3427224518,GBP,AA+
CSR_NS_CURVATURE,Goldman Sachs,10,RW1,Bond,566054.440882961,USD,BBB+
CSR_NS_CURVATURE,Goldman Sachs,6,RW1,CDS,978304.3933923662,GBP,AA+
CSR_NS_CURVATURE,Citi Group,7,RW2,CDS,193688.35409971958,EUR,BBB+
CSR_NS_CURVATURE,Goldman Sachs,1,RW2,CDS,909369.0676501243,USD,AA+
CSR_NS_CURVATURE,Citi Group,16,RW1,CDS,503349.71544295794,USD,A-
CSR_NS_CURVATURE,JP Morgan,15,RW2,Bond,697680.4201206367,EUR,AA+
CSR_NS_CURVATURE,Citi Group,18,RW3,CDS,329096.94992663345,EUR,AA+
CSR_NS_CURVATURE,Citi Group,15,RW1,CDS,757474.9267007584,GBP,A-
CSR_NS_CURVATURE,Goldman Sachs,4,RW3,Bond,107263.17178851065,EUR,BBB+
CSR_NS_CURVATURE,JP Morgan,12,RW2,CDS,941219.5379078211,EUR,A-
CSR_NS_CURVATURE,Goldman Sachs,4,RW2,Bond,666271.6890200562,USD,AA+
CSR_NS_CURVATURE,Goldman Sachs,8,RW2,Bond,231545.7174016995,USD,BBB+
CSR_NS_CURVATURE,Goldman Sachs,16,RW3,CDS,733775.4873383509,GBP,AA+
CSR_NS_CURVATURE,Goldman Sachs,8,RW2,Bond,989959.6597354215,EUR,BBB+
CSR_NS_CURVATURE,Citi Group,3,RW2,Bond,321978.9859664039,GBP,AA+
CSR_NS_CURVATURE,Goldman Sachs,11,RW2,CDS,585000.9525155767,EUR,AA+
CSR_NS_CURVATURE,Goldman Sachs,2,RW1,Bond,866343.264873279,GBP,A-
CSR_NS_CURVATURE,Goldman Sachs,5,RW3,CDS,646940.1590491486,EUR,AA+
CSR_NS_CURVATURE,Goldman Sachs,18,RW2,CDS,317124.83668713475,EUR,AA+
CSR_NS_CURVATURE,Goldman Sachs,3,RW2,Bond,796198.064051948,EUR,A-
CSR_NS_CURVATURE,Goldman Sachs,4,RW3,Bond,470141.5714578436,EUR,BBB+
CSR_NS_CURVATURE,Citi Group,2,RW1,CDS,21509.568611409515,USD,A-
CSR_NS_CURVATURE,Citi Group,4,RW3,Bond,653164.185476769,EUR,BBB+
CSR_NS_CURVATURE,Citi Group,16,RW3,Bond,596341.7934465033,GBP,A-
CSR_NS_CURVATURE,Citi Group,5,RW3,Bond,362682.9795631205,GBP,AA+
CSR_NS_CURVATURE,Goldman Sachs,9,RW1,CDS,402170.68097491196,EUR,A-
CSR_NS_CURVATURE,Goldman Sachs,15,RW1,Bond,784574.287969969,USD,AA+
CSR_NS_CURVATURE,Citi Group,17,RW3,CDS,64215.62663492793,EUR,AA+
CSR_NS_CURVATURE,JP Morgan,13,RW1,CDS,848384.8873253155,EUR,A-
CSR_NS_CURVATURE,Citi Group,11,RW3,Bond,542565.363570994,USD,BBB+
CSR_NS_CURVATURE,JP Morgan,10,RW3,CDS,293544.29300119425,GBP,BBB+
CSR_NS_CURVATURE,JP Morgan,11,RW3,CDS,690771.659168092,USD,A-
CSR_NS_CURVATURE,JP Morgan,6,RW1,Bond,37169.352811585384,EUR,AA+
CSR_NS_CURVATURE,Goldman Sachs,7,RW1,Bond,923967.974976353,USD,AA+
CSR_NS_CURVATURE,Citi Group,12,RW3,CDS,893811.281697982,EUR,BBB+
CSR_NS_CURVATURE,Citi Group,11,RW3,CDS,247953.63774089358,GBP,AA+
CSR_NS_CURVATURE,Citi Group,11,RW1,CDS,661727.660166719,GBP,A-
CSR_NS_CURVATURE,JP Morgan,18,RW2,CDS,31592.747825887673,EUR,A-
CSR_NS_CURVATURE,Goldman Sachs,11,RW2,CDS,891783.8615613253,EUR,BBB+
CSR_NS_CURVATURE,Citi Group,16,RW2,CDS,561808.0151591823,GBP,AA+
CSR_NS_CURVATURE,JP Morgan,16,RW3,Bond,419002.0791423114,GBP,BBB+
CSR_NS_CURVATURE,Goldman Sachs,18,RW1,CDS,223992.12992080464,GBP,BBB+
CSR_NS_CURVATURE,Citi Group,8,RW3,Bond,193859.79690490675,USD,AA+
CSR_NS_CURVATURE,Citi Group,12,RW1,CDS,346103.8670387856,GBP,BBB+
CSR_NS_CURVATURE,JP Morgan,16,RW1,CDS,587343.0318757924,GBP,AA+
CSR_NS_CURVATURE,Citi Group,7,RW3,CDS,636259.3332865937,EUR,A-
CSR_NS_CURVATURE,JP Morgan,13,RW1,Bond,301730.1068520473,GBP,BBB+
CSR_NS_CURVATURE,Citi Group,10,RW1,CDS,792832.6925226152,GBP,BBB+
CSR_NS_CURVATURE,Goldman Sachs,8,RW1,Bond,283001.65838952846,EUR,BBB+
CSR_NS_CURVATURE,JP Morgan,17,RW2,Bond,705424.7681032434,GBP,AA+
CSR_NS_CURVATURE,JP Morgan,8,RW1,CDS,334531.68695344514,EUR,AA+
CSR_NS_CURVATURE,Citi Group,6,RW2,CDS,489520.11744321126,EUR,BBB+
CSR_NS_CURVATURE,Citi Group,5,RW3,Bond,768575.5798015044,EUR,BBB+
CSR_NS_CURVATURE,JP Morgan,5,RW3,Bond,808156.8008321072,USD,A-
CSR_NS_CURVATURE,JP Morgan,9,RW1,Bond,122553.03086274896,USD,A-
CSR_NS_CURVATURE,Goldman Sachs,14,RW3,Bond,624849.9315863204,USD,AA+
CSR_NS_CURVATURE,Citi Group,4,RW3,CDS,514843.15844110027,EUR,A-
CSR_NS_CURVATURE,Citi Group,12,RW2,CDS,341344.34134714084,EUR,AA+
CSR_NS_CURVATURE,Goldman Sachs,7,RW2,CDS,504844.6534342505,USD,A-
CSR_NS_CURVATURE,Citi Group,15,RW2,Bond,381847.6344445931,EUR,BBB+
CSR_NS_CURVATURE,Goldman Sachs,13,RW2,Bond,575934.1916448654,EUR,AA+
CSR_NS_CURVATURE,Citi Group,7,RW1,CDS,961680.9001696456,GBP,A-
CSR_NS_CURVATURE,JP Morgan,13,RW2,CDS,541745.1147301003,USD,AA+
CSR_NS_CURVATURE,Citi Group,4,RW2,CDS,604061.0707169994,GBP,AA+
CSR_NS_CURVATURE,Goldman Sachs,13,RW3,Bond,677473.1874132137,GBP,AA+
CSR_NS_CURVATURE,Goldman Sachs,11,RW3,CDS,410324.8368460383,EUR,AA+
CSR_NS_CURVATURE,Citi Group,18,RW2,Bond,654402.3116234188,EUR,AA+
CSR_NS_CURVATURE,JP Morgan,18,RW2,CDS,192499.48983341566,USD,A-
CSR_NS_CURVATURE,Citi Group,7,RW1,CDS,816298.2755151084,GBP,A-
CSR_NS_CURVATURE,Goldman Sachs,9,RW2,Bond,878385.0917359655,EUR,BBB+
CSR_NS_CURVATURE,Citi Group,12,RW1,Bond,474685.29946728813,USD,A-
CSR_NS_CURVATURE,JP Morgan,16,RW3,Bond,24009.152988414527,GBP,BBB+
CSR_NS_CURVATURE,JP Morgan,10,RW3,Bond,50612.99192391081,EUR,AA+
CSR_NS_CURVATURE,JP Morgan,1,RW2,Bond,557882.885625996,USD,AA+
CSR_NS_CURVATURE,Goldman Sachs,13,RW2,CDS,243833.20547898608,EUR,A-
CSR_NS_CURVATURE,Citi Group,11,RW1,Bond,597930.5357401664,GBP,BBB+
CSR_NS_CURVATURE,Goldman Sachs,1,RW3,CDS,997777.1350905441,USD,AA+
CSR_NS_CURVATURE,Goldman Sachs,8,RW2,CDS,942800.3672248718,EUR,A-
CSR_NS_CURVATURE,JP Morgan,16,RW1,Bond,782991.6172800445,EUR,A-
CSR_NS_CURVATURE,Goldman Sachs,2,RW2,Bond,631445.1703376588,GBP,A-
CSR_NS_CURVATURE,JP Morgan,12,RW2,CDS,806177.323966969,USD,A-
CSR_NS_CURVATURE,Citi Group,12,RW3,CDS,184163.41984561697,GBP,BBB+
CSR_NS_CURVATURE,JP Morgan,3,RW3,CDS,220191.0795042135,GBP,BBB+
CSR_NS_CURVATURE,Citi Group,2,RW2,CDS,952645.3701041074,USD,A-
CSR_NS_CURVATURE,Citi Group,7,RW3,Bond,544114.7246568882,GBP,AA+
CSR_NS_CURVATURE,JP Morgan,5,RW3,CDS,938821.1781366045,USD,BBB+
CSR_NS_CURVATURE,Goldman Sachs,3,RW3,CDS,727669.6145728951,GBP,A-
CSR_NS_CURVATURE,Citi Group,2,RW1,CDS,458111.4063795175,GBP,BBB+
CSR_NS_CURVATURE,Goldman Sachs,1,RW1,CDS,361747.7852396433,GBP,AA+
CSR_NS_CURVATURE,Goldman Sachs,7,RW1,Bond,666371.7490646202,GBP,BBB+
CSR_NS_CURVATURE,Citi Group,9,RW3,Bond,359467.09248847543,USD,BBB+
CSR_NS_CURVATURE,Goldman Sachs,9,RW1,CDS,418975.5941152364,GBP,BBB+
CSR_NS_CURVATURE,JP Morgan,13,RW1,Bond,439111.1356384887,GBP,A-
CSR_NS_CURVATURE,Goldman Sachs,14,RW1,Bond,416009.8408025121,GBP,BBB+
CSR_NS_CURVATURE,Citi Group,13,RW2,CDS,326441.78517553443,USD,A-
CSR_NS_CURVATURE,Goldman Sachs,18,RW3,CDS,643793.7517307018,USD,A-
CSR_NS_CURVATURE,JP Morgan,18,RW3,CDS,91675.98623595778,EUR,AA+
CSR_NS_CURVATURE,Citi Group,11,RW1,CDS,456961.9005332617,USD,A-
CSR_NS_CURVATURE,Goldman Sachs,17,RW2,Bond,420617.27376780275,EUR,AA+
CSR_NS_CURVATURE,JP Morgan,6,RW1,CDS,400454.07345508185,USD,A-
CSR_NS_CURVATURE,JP Morgan,5,RW3,Bond,952840.9247336368,USD,BBB+
CSR_NS_CURVATURE,Goldman Sachs,7,RW2,Bond,586281.9394787628,GBP,A-
CSR_NS_CURVATURE,Goldman Sachs,12,RW3,CDS,938135.1772675363,GBP,A-
CSR_NS_CURVATURE,Citi Group,7,RW2,CDS,185664.27473488692,USD,BBB+
CSR_NS_CURVATURE,Citi Group,10,RW2,CDS,237602.0517687361,GBP,AA+
CSR_NS_CURVATURE,JP Morgan,6,RW2,CDS,182555.3664735243,GBP,AA+
CSR_NS_CURVATURE,JP Morgan,10,RW1,CDS,323747.15605622344,GBP,A-
CSR_NS_CURVATURE,JP Morgan,17,RW1,Bond,752947.5663102824,EUR,AA+
CSR_NS_CURVATURE,Goldman Sachs,17,RW1,CDS,418107.81920035,EUR,A-
CSR_NS_CURVATURE,JP Morgan,16,RW3,Bond,791232.1905107138,EUR,AA+
CSR_NS_CURVATURE,JP Morgan,15,RW3,Bond,540232.9750782178,USD,A-
CSR_NS_CURVATURE,Goldman Sachs,2,RW3,CDS,409728.25518776383,GBP,BBB+
CSR_NS_CURVATURE,Citi Group,9,RW2,Bond,442010.44523005834,GBP,A-
CSR_NS_CURVATURE,JP Morgan,7,RW1,CDS,585530.0642224771,USD,AA+
CSR_NS_CURVATURE,Citi Group,16,RW2,Bond,745124.0935857892,USD,A-
CSR_NS_CURVATURE,JP Morgan,16,RW3,Bond,645919.3494404119,USD,BBB+
CSR_NS_CURVATURE,Goldman Sachs,5,RW3,CDS,613939.7105401638,USD,BBB+
CSR_NS_CURVATURE,Citi Group,15,RW1,CDS,59037.14977577303,GBP,BBB+
CSR_NS_CURVATURE,Citi Group,5,RW3,CDS,98607.32737922932,EUR,A-
CSR_NS_CURVATURE,Goldman Sachs,10,RW3,Bond,471002.1361208654,USD,AA+
CSR_NS_CURVATURE,JP Morgan,13,RW1,Bond,743197.0163440369,USD,BBB+
CSR_NS_CURVATURE,Goldman Sachs,13,RW2,CDS,341391.4672594918,GBP,BBB+
CSR_NS_CURVATURE,Citi Group,12,RW1,CDS,209018.70623795234,EUR,BBB+
CSR_NS_CURVATURE,JP Morgan,5,RW3,Bond,950035.5585929744,EUR,A-
CSR_NS_CURVATURE,JP Morgan,7,RW1,Bond,354619.26710389473,EUR,A-
CSR_NS_CURVATURE,JP Morgan,14,RW1,Bond,160075.5867657051,GBP,AA+
CSR_NS_CURVATURE,Goldman Sachs,14,RW3,CDS,178381.3393352711,USD,A-
CSR_NS_CURVATURE,Goldman Sachs,4,RW2,Bond,119342.70339381315,USD,BBB+
CSR_NS_CURVATURE,Citi Group,3,RW2,Bond,921760.6751127796,GBP,BBB+
CSR_NS_CURVATURE,Citi Group,11,RW3,Bond,885059.6369662322,GBP,BBB+
CSR_NS_CURVATURE,JP Morgan,15,RW1,CDS,690218.0595796485,GBP,BBB+
CSR_NS_CURVATURE,Citi Group,7,RW1,Bond,73370.64950005963,EUR,A-
CSR_NS_CURVATURE,Goldman Sachs,18,RW2,Bond,665605.0171441629,USD,AA+
CSR_NS_CURVATURE,Citi Group,4,RW2,Bond,129358.40356575388,USD,BBB+
CSR_NS_CURVATURE,Citi Group,7,RW1,CDS,838173.9581592905,GBP,AA+
CSR_NS_CURVATURE,Citi Group,1,RW3,CDS,534113.9388420116,USD,AA+
CSR_NS_CURVATURE,Goldman Sachs,18,RW2,Bond,841989.4190927336,EUR,A-
CSR_NS_CURVATURE,Citi Group,10,RW3,CDS,96464.00177230939,USD,AA+
CSR_NS_CURVATURE,Goldman Sachs,1,RW1,Bond,793710.4291269995,GBP,A-
CSR_NS_CURVATURE,Citi Group,13,RW3,Bond,287376.00260861916,GBP,A-
CSR_NS_CURVATURE,Goldman Sachs,5,RW2,Bond,804185.1833813431,USD,BBB+
CSR_NS_CURVATURE,JP Morgan,4,RW3,Bond,603510.8712684965,USD,BBB+
CSR_NS_CURVATURE,Goldman Sachs,18,RW3,CDS,960897.2294501498,USD,BBB+
CSR_NS_CURVATURE,Goldman Sachs,13,RW3,Bond,552226.1052481834,EUR,AA+
CSR_NS_CURVATURE,JP Morgan,3,RW2,Bond,981440.5848301237,USD,BBB+
CSR_NS_CURVATURE,Goldman Sachs,1,RW2,CDS,811732.739275319,GBP,A-
CSR_NS_CURVATURE,Goldman Sachs,11,RW2,Bond,754918.9946045724,GBP,A-
CSR_NS_CURVATURE,Goldman Sachs,7,RW3,CDS,683607.1284451446,GBP,BBB+
CSR_NS_CURVATURE,Citi Group,15,RW2,Bond,150397.29418802386,USD,AA+
CSR_NS_CURVATURE,Goldman Sachs,7,RW1,Bond,506173.8851576782,EUR,AA+
CSR_NS_CURVATURE,Citi Group,7,RW3,CDS,974119.8118950243,USD,A-
CSR_NS_CURVATURE,Goldman Sachs,16,RW2,CDS,155128.23411710162,USD,BBB+
CSR_NS_CURVATURE,Citi Group,9,RW1,CDS,485047.41024909535,USD,AA+
CSR_NS_CURVATURE,Citi Group,18,RW1,CDS,293620.7599486927,EUR,A-
CSR_NS_CURVATURE,Goldman Sachs,5,RW3,Bond,894532.5004225413,GBP,A-
CSR_NS_CURVATURE,JP Morgan,14,RW2,Bond,796519.5526963825,USD,BBB+
CSR_NS_CURVATURE,Goldman Sachs,18,RW2,CDS,437325.081594395,USD,BBB+
CSR_NS_CURVATURE,JP Morgan,16,RW1,CDS,951517.4475153934,GBP,AA+
CSR_NS_CURVATURE,Goldman Sachs,15,RW1,Bond,706866.2749701937,USD,BBB+
CSR_NS_CURVATURE,Goldman Sachs,12,RW3,Bond,658553.3574407685,USD,A-
CSR_NS_CURVATURE,Citi Group,16,RW2,Bond,92662.54119593267,EUR,AA+
CSR_NS_CURVATURE,Goldman Sachs,6,RW1,Bond,344942.27257441625,USD,AA+
CSR_NS_CURVATURE,Citi Group,3,RW3,CDS,168388.8753176425,GBP,AA+
CSR_NS_CURVATURE,Goldman Sachs,1,RW3,Bond,39418.112569034434,USD,AA+
CSR_NS_CURVATURE,Citi Group,12,RW2,CDS,457410.9598733663,EUR,BBB+
CSR_NS_CURVATURE,JP Morgan,15,RW3,CDS,988255.1612055572,EUR,AA+
CSR_NS_CURVATURE,JP Morgan,3,RW1,Bond,358831.01263689285,GBP,BBB+
CSR_NS_CURVATURE,Citi Group,13,RW3,CDS,646455.1244428005,EUR,BBB+
CSR_NS_CURVATURE,Citi Group,18,RW1,Bond,118531.00723389907,USD,AA+
CSR_NS_CURVATURE,JP Morgan,9,RW2,Bond,197629.2905245426,EUR,BBB+
CSR_NS_CURVATURE,Citi Group,10,RW1,CDS,783798.7081003169,GBP,BBB+
CSR_NS_CURVATURE,Citi Group,2,RW3,CDS,668776.5857047966,EUR,A-
CSR_NS_CURVATURE,Goldman Sachs,17,RW2,CDS,204767.83171182373,USD,AA+
CSR_NS_CURVATURE,JP Morgan,13,RW3,CDS,587448.358393423,EUR,BBB+
CSR_NS_CURVATURE,JP Morgan,15,RW1,Bond,110039.04494952864,GBP,AA+
CSR_NS_CURVATURE,Goldman Sachs,18,RW2,Bond,650691.1358194381,GBP,BBB+
CSR_NS_CURVATURE,Goldman Sachs,3,RW1,CDS,841080.5438958106,EUR,AA+
CSR_NS_CURVATURE,JP Morgan,15,RW2,Bond,944965.4093185739,USD,A-
CSR_NS_CURVATURE,Citi Group,2,RW2,Bond,561302.9896662645,EUR,AA+
CSR_NS_CURVATURE,Goldman Sachs,15,RW2,Bond,483826.17461839196,USD,A-
CSR_NS_CURVATURE,JP Morgan,9,RW1,CDS,755958.9531814579,USD,AA+
CSR_NS_CURVATURE,Citi Group,2,RW3,CDS,481551.31807974627,GBP,BBB+
CSR_NS_CURVATURE,Citi Group,16,RW3,CDS,344335.9804924437,EUR,AA+
CSR_NS_CURVATURE,Citi Group,7,RW3,Bond,983866.1750012574,GBP,BBB+
CSR_NS_CURVATURE,Citi Group,14,RW3,CDS,252272.75370643358,USD,AA+
CSR_NS_CURVATURE,Goldman Sachs,18,RW1,Bond,357764.0837682809,USD,AA+
CSR_NS_CURVATURE,Citi Group,11,RW1,Bond,335224.1461659015,EUR,BBB+
CSR_NS_CURVATURE,JP Morgan,1,RW3,CDS,729674.8179314382,EUR,AA+
CSR_NS_CURVATURE,Citi Group,9,RW3,CDS,240640.3614889849,EUR,A-
CSR_NS_CURVATURE,Citi Group,8,RW2,CDS,945990.246269265,USD,A-
CSR_NS_CURVATURE,Goldman Sachs,17,RW1,CDS,546149.2330362602,GBP,AA+
CSR_NS_CURVATURE,Goldman Sachs,15,RW1,CDS,921916.0640111674,USD,BBB+
CSR_NS_CURVATURE,Goldman Sachs,11,RW2,Bond,612875.0739758516,EUR,A-
CSR_NS_CURVATURE,Citi Group,11,RW1,CDS,172029.52786147347,USD,BBB+
CSR_NS_CURVATURE,Citi Group,9,RW2,Bond,807777.849046698,EUR,AA+
CSR_NS_CURVATURE,JP Morgan,6,RW2,CDS,542436.0964679177,USD,AA+
CSR_NS_CURVATURE,JP Morgan,3,RW1,Bond,554362.3420710481,EUR,BBB+
CSR_NS_CURVATURE,Citi Group,10,RW1,CDS,324072.9328751212,EUR,BBB+
CSR_NS_CURVATURE,Goldman Sachs,18,RW2,CDS,859624.5804665985,EUR,BBB+
CSR_NS_CURVATURE,Goldman Sachs,2,RW2,Bond,759173.6286876913,GBP,BBB+
CSR_NS_CURVATURE,JP Morgan,10,RW3,Bond,483721.1825798525,GBP,AA+
CSR_NS_CURVATURE,Goldman Sachs,16,RW3,CDS,832547.2967083679,EUR,AA+
CSR_NS_CURVATURE,Citi Group,3,RW2,Bond,763309.2568894603,EUR,BBB+
CSR_NS_CURVATURE,Goldman Sachs,1,RW3,Bond,858699.2849485903,EUR,BBB+
CSR_NS_CURVATURE,Citi Group,10,RW3,CDS,888162.5753130622,GBP,AA+
CSR_NS_CURVATURE,Goldman Sachs,6,RW2,Bond,95800.32590505913,USD,A-
CSR_NS_CURVATURE,Goldman Sachs,11,RW3,Bond,728962.764433895,EUR,A-
CSR_NS_CURVATURE,JP Morgan,5,RW1,Bond,350578.8718608473,EUR,A-
CSR_NS_CURVATURE,Goldman Sachs,9,RW3,CDS,70369.94817603033,USD,BBB+
CSR_NS_CURVATURE,Goldman Sachs,2,RW2,CDS,754232.6818785076,GBP,AA+
CSR_NS_CURVATURE,Citi Group,4,RW2,CDS,195273.55861026995,GBP,AA+
CSR_NS_CURVATURE,JP Morgan,9,RW1,Bond,43998.889156704034,USD,AA+
CSR_NS_CURVATURE,Citi Group,14,RW2,CDS,796619.1906351085,EUR,AA+
CSR_NS_CURVATURE,Citi Group,11,RW1,CDS,833680.639022646,USD,A-
CSR_NS_CURVATURE,Goldman Sachs,10,RW2,CDS,264132.9815938561,EUR,BBB+
CSR_NS_CURVATURE,Goldman Sachs,1,RW1,CDS,180148.3540758329,EUR,A-
CSR_NS_CURVATURE,Goldman Sachs,11,RW3,CDS,195003.58780093794,EUR,BBB+
CSR_NS_CURVATURE,JP Morgan,17,RW1,CDS,41211.04146892953,EUR,BBB+
CSR_NS_CURVATURE,Goldman Sachs,13,RW2,Bond,15914.755898877465,EUR,A-
CSR_NS_CURVATURE,Citi Group,15,RW1,CDS,764956.8886574223,EUR,A-
CSR_NS_CURVATURE,Citi Group,17,RW1,Bond,254198.92370805316,EUR,A-
CSR_NS_CURVATURE,JP Morgan,9,RW3,CDS,319221.9409723442,USD,A-
CSR_NS_CURVATURE,JP Morgan,5,RW1,Bond,230289.30156728736,GBP,BBB+
CSR_NS_CURVATURE,JP Morgan,12,RW2,Bond,468902.67937827716,EUR,BBB+
CSR_NS_CURVATURE,JP Morgan,1,RW2,CDS,829916.6913497979,USD,A-
CSR_NS_CURVATURE,Goldman Sachs,7,RW3,Bond,447352.39065696957,EUR,AA+
CSR_NS_CURVATURE,Goldman Sachs,16,RW1,Bond,359288.68287200807,EUR,BBB+
CSR_NS_CURVATURE,Citi Group,7,RW1,Bond,741911.312835548,GBP,A-
